municipio,año,periodo,casos,poblacion,tasa,esperado,REM
BARANOA,2018,2,1,62371,9.71322893695922e-5,6.058238020270835,0.16506449509808047
BARANOA,2018,4,1,62371,2.8614255622150956e-5,1.7846997374091773,0.5603183432142403
BARANOA,2018,5,1,62371,3.810004163790265e-5,2.376337696997626,0.4208156110402346
BARANOA,2018,6,2,62371,4.4248884043144435e-5,2.7598471466549617,0.7246778150101809
BARANOA,2018,7,3,62371,7.687843550508663e-5,4.7949849008877585,0.6256536906809802
BARANOA,2018,8,7,62371,9.463492756788235e-5,5.902475067336391,1.1859431713209911
BARANOA,2018,9,11,62371,9.597514333484023e-5,5.98606566493732,1.8376009579098362
BARANOA,2018,10,32,62371,1.498853331224517e-4,9.348498112180435,3.4230097301197775
BARANOA,2018,11,24,62371,1.7008655143232985e-4,10.608468299385844,2.262343565789741
BARANOA,2018,12,26,62371,2.2590697786283408e-4,14.090044116282824,1.845274563047941
BARANOA,2018,13,54,62371,2.4116327910867475e-4,15.041594881287153,3.590044834087372
BARANOA,2019,1,55,64550,2.076576561051351e-4,13.404301701586471,4.103160405102673
BARANOA,2019,2,15,64550,1.0533413879438326e-4,6.799318659177439,2.2061033982800056
BARANOA,2019,3,19,64550,5.352779952659651e-5,3.4552194594418046,5.498927122582678
BARANOA,2019,4,2,64550,3.834176540450562e-5,2.474960956860838,0.8080935557612742
BARANOA,2019,5,5,64550,4.72684832660975e-5,3.0511805948265933,1.638709950003521
BARANOA,2019,6,3,64550,4.667658244834832e-5,3.012973397040884,0.9956941547994996
BARANOA,2019,7,6,64550,9.375364494977906e-5,6.051797781508238,0.9914409265844093
BARANOA,2019,8,15,64550,1.1797208302458832e-4,7.615097959237176,1.9697711152625261
BARANOA,2019,9,27,64550,1.1487237835054205e-4,7.415012022527489,3.641261796740385
BARANOA,2019,10,42,64550,9.5810393606517e-5,6.184560907300672,6.791104595707089
BARANOA,2019,11,54,64550,1.581910247888378e-4,10.21123065011948,5.288295000893761
BARANOA,2019,12,67,64550,2.4239431719989677e-4,15.646553175253336,4.282093266775683
BARANOA,2019,13,85,64550,3.166691593235031e-4,20.440994234332127,4.15831045327709
BARANOA,2020,1,67,66927,3.3363221219008695e-4,22.32900306524595,3.000581790607677
BARANOA,2020,2,31,66927,1.9503212360501006e-4,13.052914936512508,2.374948442610675
BARANOA,2020,3,8,66927,7.903710227401034e-5,5.28971614389269,1.5123684867734355
BARANOA,2020,4,4,66927,3.1161358567857645e-5,2.0855362448710086,1.91797194119127
BARANOA,2020,6,1,66927,2.171322796989461e-5,1.4532012083411365,0.6881359540992424
BARANOA,2020,8,7,66927,2.3150463194467594e-5,1.5493910502161328,4.517903984938814
BARANOA,2020,9,12,66927,4.202460882907712e-5,2.8125809951036445,4.266543797633034
BARANOA,2020,10,7,66927,4.7472151109898895e-5,3.1771686573322033,2.203219518688612
BARANOA,2020,11,9,66927,4.835255923188506e-5,3.236091731712371,2.7811325345952627
BARANOA,2020,12,11,66927,5.670953553118227e-5,3.7953990844954357,2.8982459433412524
BARANOA,2020,13,13,66927,1.1132073260760027e-4,7.450362671228864,1.7448815008968923
BARANOA,2021,1,4,68800,6.808375885682619e-5,4.684162609349642,0.8539413196322336
BARANOA,2021,2,1,68800,5.210255148757055e-5,3.584655542344854,0.2789668318719024
BARANOA,2021,4,1,68800,2.650856685511539e-5,1.8237893996319388,0.5483089221824687
BARANOA,2021,7,1,68800,5.6680773881499396e-5,3.8996372430471586,0.2564341085271318
BARANOA,2021,8,2,68800,1.1191199240916943e-4,7.699545077750857,0.25975560631229233
BARANOA,2021,9,9,68800,2.50639088722142e-4,17.243969304083368,0.521921597127223
BARANOA,2021,10,24,68800,3.59547941345098e-4,24.736898364542743,0.9702105593966059
BARANOA,2021,11,18,68800,4.1853895028106053e-4,28.795479779336965,0.6250981104651163
BARANOA,2021,12,29,68800,5.452221432515547e-4,37.51128345570696,0.7731007133958234
BARANOA,2021,13,20,68800,3.869934211118411e-4,26.62514737249467,0.7511695511087073
BARANOA,2022,1,6,70464,2.192701055175691e-4,15.45064871518999,0.388333209213489
BARANOA,2022,2,1,70464,1.553884202225685e-4,10.949289642563068,0.09133012575653399
BARANOA,2022,3,1,70464,8.248102936324645e-5,5.811943253051798,0.1720594913714805
BARANOA,2022,5,1,70464,6.586926114062313e-5,4.641411617012868,0.21545169498317038
BARANOA,2022,6,5,70464,1.591294979941727e-4,11.212900946661383,0.44591493528610354
BARANOA,2022,7,4,70464,2.0335462504675341e-4,14.329180299294432,0.27915065038276893
BARANOA,2022,8,15,70464,2.899313370111123e-4,20.42972173115102,0.7342243911784742
BARANOA,2022,9,12,70464,2.4209310432224935e-4,17.058848502962977,0.7034472460386586
BARANOA,2022,10,11,70464,2.59268312325771e-4,18.269082359723125,0.602110154380338
BARANOA,2022,11,18,70464,3.8573183531486757e-4,27.180208043626827,0.6622465866011137
BARANOA,2022,12,15,70464,4.3288916530475534e-4,30.50310214403428,0.4917532626409823
BARANOA,2022,13,7,70464,5.263723116063582e-4,37.09029856503042,0.18872859671719547
BARANOA,2023,1,12,72072,3.701077708451503e-4,26.67440726035167,0.4498694153866568
BARANOA,2023,2,3,72072,2.1217267080088766e-4,15.291708729961575,0.19618474645165035
BARANOA,2023,3,2,72072,9.03675589352035e-5,6.512970707577987,0.30707953248936853
BARANOA,2023,4,3,72072,5.027066363659577e-5,3.6231072696167304,0.8280185423042565
BARANOA,2023,5,2,72072,6.153453792751676e-5,4.434917217511988,0.45096670397875216
BARANOA,2023,6,3,72072,4.513880546703739e-5,3.2532439876203187,0.9221564725596983
BARANOA,2023,7,2,72072,9.45305928323655e-5,6.813008886614247,0.2935560533216783
BARANOA,2023,8,11,72072,1.676201581459753e-4,12.08072003789673,0.9105417529330574
BARANOA,2023,9,6,72072,1.1051382832858124e-4,7.964952635297507,0.7533001481277343
BARANOA,2023,10,12,72072,1.1681757394982434e-4,8.41927618971174,1.4253006706994438
BARANOA,2023,11,4,72072,8.066161135529346e-5,5.813443653598711,0.6880603370987985
BARANOA,2023,12,15,72072,1.0123431976448612e-4,7.296159894066044,2.0558759974818366
BARANOA,2023,13,14,72072,7.65779099237608e-5,5.519123124025289,2.5366348395194547
CAMPO DE LA CRUZ,2019,5,1,23641,4.72684832660975e-5,1.1174742128938109,0.8948752360113978
CAMPO DE LA CRUZ,2019,7,7,23641,9.375364494977906e-5,2.2164299202577267,3.1582320451557697
CAMPO DE LA CRUZ,2019,8,4,23641,1.1797208302458832e-4,2.7889780147842926,1.4342171142246782
CAMPO DE LA CRUZ,2019,9,4,23641,1.1487237835054205e-4,2.715697896585165,1.472917884213031
CAMPO DE LA CRUZ,2019,10,2,23641,9.5810393606517e-5,2.2650535152516684,0.8829813452675892
CAMPO DE LA CRUZ,2019,11,2,23641,1.581910247888378e-4,3.7397940170329145,0.5347888121353711
CAMPO DE LA CRUZ,2019,12,2,23641,2.4239431719989677e-4,5.73044405292276,0.34901309244611134
CAMPO DE LA CRUZ,2019,13,8,23641,3.166691593235031e-4,7.486375595566937,1.0686078861361439
CAMPO DE LA CRUZ,2020,1,4,24454,3.3363221219008695e-4,8.158642116896386,0.49027766418581825
CAMPO DE LA CRUZ,2020,3,1,24454,7.903710227401034e-5,1.9327732990086488,0.5173912535489374
CAMPO DE LA CRUZ,2020,8,1,24454,2.3150463194467594e-5,0.5661214269575106,1.7664054960333688
CAMPO DE LA CRUZ,2021,7,1,25124,5.6680773881499396e-5,1.4240477629987909,0.7022236374250385
CAMPO DE LA CRUZ,2021,8,1,25124,1.1191199240916943e-4,2.8116768972879727,0.3556596424591171
CAMPO DE LA CRUZ,2021,10,2,25124,3.59547941345098e-4,9.033282478354241,0.2214034604577512
CAMPO DE LA CRUZ,2021,11,1,25124,4.1853895028106053e-4,10.515372586861364,0.09509886518424172
CAMPO DE LA CRUZ,2021,12,3,25124,5.452221432515547e-4,13.698161127052058,0.2190074983185441
CAMPO DE LA CRUZ,2021,13,7,25124,3.869934211118411e-4,9.722822712013896,0.7199555321882533
CAMPO DE LA CRUZ,2022,1,2,25669,2.192701055175691e-4,5.628444338530482,0.3553379725741723
CAMPO DE LA CRUZ,2022,2,17,25669,1.553884202225685e-4,3.988665358693111,4.262077279295765
CAMPO DE LA CRUZ,2022,3,5,25669,8.248102936324645e-5,2.117205542725173,2.3616034905917647
CAMPO DE LA CRUZ,2022,4,5,25669,5.6345374608198414e-5,1.446329420817845,3.4570270977221
CAMPO DE LA CRUZ,2022,5,3,25669,6.586926114062313e-5,1.690798064218655,1.774310051263483
CAMPO DE LA CRUZ,2022,6,11,25669,1.591294979941727e-4,4.084695084012418,2.6929794693988858
CAMPO DE LA CRUZ,2022,7,13,25669,2.0335462504675341e-4,5.219909870325114,2.490464456849006
CAMPO DE LA CRUZ,2022,8,10,25669,2.899313370111123e-4,7.442247489738242,1.343680119989092
CAMPO DE LA CRUZ,2022,9,6,25669,2.4209310432224935e-4,6.214287894847819,0.9655169025842073
CAMPO DE LA CRUZ,2022,10,3,25669,2.59268312325771e-4,6.655158309090216,0.4507781574335098
CAMPO DE LA CRUZ,2022,11,2,25669,3.8573183531486757e-4,9.901350480697335,0.20199264776042383
CAMPO DE LA CRUZ,2022,12,2,25669,4.3288916530475534e-4,11.111831984207765,0.17998832261344647
CAMPO DE LA CRUZ,2023,3,1,26217,9.03675589352035e-5,2.36916629260423,0.4220894088868629
CAMPO DE LA CRUZ,2023,5,1,26217,6.153453792751676e-5,1.613250980845707,0.6198663517785526
CAMPO DE LA CRUZ,2023,6,1,26217,4.513880546703739e-5,1.1834040629293192,0.8450199144362128
CAMPO DE LA CRUZ,2023,7,6,26217,9.45305928323655e-5,2.4783085522861263,2.42100605046344
CAMPO DE LA CRUZ,2023,8,4,26217,1.676201581459753e-4,4.394497686113034,0.9102291742331146
CAMPO DE LA CRUZ,2023,9,1,26217,1.1051382832858124e-4,2.8973410372904143,0.34514404315178493
CAMPO DE LA CRUZ,2023,10,2,26217,1.1681757394982434e-4,3.0626063362425446,0.6530385496602097
CAMPO DE LA CRUZ,2023,13,1,26217,7.65779099237608e-5,2.007643064471237,0.49809650813770273
CANDELARIA,2018,11,1,15977,1.7008655143232985e-4,2.7174728322343342,0.36798895949873756
CANDELARIA,2019,5,1,16579,4.72684832660975e-5,0.7836641840686304,1.2760567859669132
CANDELARIA,2019,6,1,16579,4.667658244834832e-5,0.7738510604111668,1.2922383274485332
CANDELARIA,2019,7,3,16579,9.375364494977906e-5,1.554341679622387,1.930077562308451
CANDELARIA,2019,8,3,16579,1.1797208302458832e-4,1.9558591644646497,1.5338527714602337
CANDELARIA,2019,9,3,16579,1.1487237835054205e-4,1.9044691606736366,1.5752420999764887
CANDELARIA,2019,10,3,16579,9.5810393606517e-5,1.5884405156024453,1.8886448504256357
CANDELARIA,2019,11,8,16579,1.581910247888378e-4,2.622648999974142,3.050351000106715
CANDELARIA,2019,12,2,16579,2.4239431719989677e-4,4.018655384857088,0.4976789021363483
CANDELARIA,2019,13,4,16579,3.166691593235031e-4,5.250057992424359,0.7618963458635797
CANDELARIA,2020,1,2,17240,3.3363221219008695e-4,5.751819338157099,0.34771606728538285
CANDELARIA,2021,10,1,17758,3.59547941345098e-4,6.38485234240625,0.1566206932239143
CANDELARIA,2022,5,1,18197,6.586926114062313e-5,1.198622944975919,0.834290720189818
CANDELARIA,2022,6,2,18197,1.591294979941727e-4,2.8956794749999606,0.6906841787107764
CANDELARIA,2022,7,2,18197,2.0335462504675341e-4,3.700444111975772,0.5404756671036827
CANDELARIA,2022,8,3,18197,2.899313370111123e-4,5.275880539591211,0.568625460240699
CANDELARIA,2022,9,2,18197,2.4209310432224935e-4,4.405368219351971,0.4539915622068476
CANDELARIA,2022,11,2,18197,3.8573183531486757e-4,7.019162207224645,0.2849342900127669
CANDELARIA,2022,12,1,18197,4.3288916530475534e-4,7.877284141050633,0.12694730596154744
CANDELARIA,2023,2,2,18647,2.1217267080088766e-4,3.9563837924241523,0.5055121305040433
CANDELARIA,2023,9,4,18647,1.1051382832858124e-4,2.0607513568430544,1.9410396051505003
CANDELARIA,2023,13,1,18647,7.65779099237608e-5,1.4279482863483677,0.7003054729364592
GALAPA,2018,1,1,60724,1.4127227377256848e-4,8.578617552565449,0.11656889864509096
GALAPA,2018,2,1,60724,9.71322893695922e-5,5.898261139679117,0.1695414930466105
GALAPA,2018,4,2,60724,2.8614255622150956e-5,1.7375720583994947,1.151031400586766
GALAPA,2018,5,3,60724,3.810004163790265e-5,2.3135869284200004,1.2966878240657966
GALAPA,2018,6,1,60724,4.4248884043144435e-5,2.6869692346359026,0.3721665239444042
GALAPA,2018,7,4,60724,7.687843550508663e-5,4.668366117610881,0.8568308267233914
GALAPA,2018,8,6,60724,9.463492756788235e-5,5.7466113416320885,1.044093578511601
GALAPA,2018,9,3,60724,9.597514333484023e-5,5.827994603864838,0.5147568252740915
GALAPA,2018,10,24,60724,1.498853331224517e-4,9.101636968527757,2.636888296356885
GALAPA,2018,11,19,60724,1.7008655143232985e-4,10.328335749176798,1.8395993760673748
GALAPA,2018,12,25,60724,2.2590697786283408e-4,13.717975323742737,1.8224263719683627
GALAPA,2018,13,47,60724,2.4116327910867475e-4,14.644398960595165,3.2094181622930784
GALAPA,2019,1,24,62945,2.076576561051351e-4,13.07101116353773,1.8361242064385392
GALAPA,2019,2,8,62945,1.0533413879438326e-4,6.6302573664124544,1.2065896627974633
GALAPA,2019,3,1,62945,5.352779952659651e-5,3.3693073412016172,0.2967969077120058
GALAPA,2019,4,3,62945,3.834176540450562e-5,2.4134224233866064,1.2430480345791624
GALAPA,2019,6,1,62945,4.667658244834832e-5,2.938057482211285,0.3403609378150645
GALAPA,2019,7,3,62945,9.375364494977906e-5,5.901323181363843,0.5083605672493734
GALAPA,2019,8,3,62945,1.1797208302458832e-4,7.425752765982712,0.4039994455165496
GALAPA,2019,9,2,62945,1.1487237835054205e-4,7.23064185527487,0.27660061721090057
GALAPA,2019,10,3,62945,9.5810393606517e-5,6.030785225562212,0.4974476602622387
GALAPA,2019,11,2,62945,1.581910247888378e-4,9.957334055333396,0.20085697525923119
GALAPA,2019,12,2,62945,2.4239431719989677e-4,15.257510296147503,0.13108298543996375
GALAPA,2019,13,10,62945,3.166691593235031e-4,19.932740233617903,0.5016871680861185
GALAPA,2020,1,23,65478,3.3363221219008695e-4,21.84556998978251,1.0528450395552706
GALAPA,2020,2,4,65478,1.9503212360501006e-4,12.770313389408848,0.3132264556105122
GALAPA,2020,3,2,65478,7.903710227401034e-5,5.1751913826976494,0.3864591378565538
GALAPA,2020,4,1,65478,3.1161358567857645e-5,2.040383436306183,0.49010395899427334
GALAPA,2020,6,2,65478,2.171322796989461e-5,1.4217387410127593,1.4067282140566297
GALAPA,2020,12,1,65478,5.670953553118227e-5,3.7132269675107525,0.2693075345917713
GALAPA,2020,13,2,65478,1.1132073260760027e-4,7.289058929680451,0.2743838428656632
GALAPA,2021,1,7,66754,6.808375885682619e-5,4.544863238728576,1.5402003607831878
GALAPA,2021,2,3,66754,5.210255148757055e-5,3.4780537220012846,0.8625513691817817
GALAPA,2021,6,1,66754,2.8917641592822257e-5,1.930368246887257,0.5180358730063617
GALAPA,2021,8,1,66754,1.1191199240916943e-4,7.4705731412816965,0.13385853817213736
GALAPA,2021,9,6,66754,2.50639088722142e-4,16.731161728557865,0.35861227674099877
GALAPA,2021,10,29,66754,3.59547941345098e-4,24.00126327655067,1.2082697342157451
GALAPA,2021,11,28,66754,4.1853895028106053e-4,27.939149087061914,1.0021779801792985
GALAPA,2021,12,49,66754,5.452221432515547e-4,36.39575895061428,1.346310707972556
GALAPA,2021,13,42,66754,3.869934211118411e-4,25.83335883289984,1.6258048468134652
GALAPA,2022,1,21,67560,2.192701055175691e-4,14.81388832876697,1.4175886528873227
GALAPA,2022,2,13,67560,1.553884202225685e-4,10.498041670236729,1.238326195337616
GALAPA,2022,3,5,67560,8.248102936324645e-5,5.572418343780931,0.8972764949674363
GALAPA,2022,4,5,67560,5.6345374608198414e-5,3.806693508529885,1.3134758521525838
GALAPA,2022,5,2,67560,6.586926114062313e-5,4.450127282660499,0.44942534740361506
GALAPA,2022,6,11,67560,1.591294979941727e-4,10.750788884486306,1.023180728241563
GALAPA,2022,7,9,67560,2.0335462504675341e-4,13.73863846815866,0.6550867482872368
GALAPA,2022,8,38,67560,2.899313370111123e-4,19.58776112847075,1.9399869005328598
GALAPA,2022,9,39,67560,2.4209310432224935e-4,16.355810128011168,2.384473755488767
GALAPA,2022,10,39,67560,2.59268312325771e-4,17.516167180729088,2.2265144878787733
GALAPA,2022,11,68,67560,3.8573183531486757e-4,26.06004279387245,2.6093587235393554
GALAPA,2022,12,59,67560,4.3288916530475534e-4,29.24599200798927,2.017370448021824
GALAPA,2022,13,53,67560,5.263723116063582e-4,35.56171337212556,1.4903668854589875
GALAPA,2023,1,35,68313,3.701077708451503e-4,25.283172149744754,1.3843199655765244
GALAPA,2023,2,13,68313,2.1217267080088766e-4,14.49415166042104,0.8969134796277111
GALAPA,2023,3,1,68313,9.03675589352035e-5,6.173279053540557,0.16198846534022637
GALAPA,2023,4,2,68313,5.027066363659577e-5,3.434139845006767,0.5823874653526403
GALAPA,2023,5,2,68313,6.153453792751676e-5,4.203608889442453,0.47578165633417685
GALAPA,2023,6,1,68313,4.513880546703739e-5,3.0835672178697253,0.32429972474893787
GALAPA,2023,7,3,68313,9.45305928323655e-5,6.457668388157384,0.4645639601905933
GALAPA,2023,8,9,68313,1.676201581459753e-4,11.45063586342601,0.7859825521783046
GALAPA,2023,9,4,68313,1.1051382832858124e-4,7.54953115461037,0.5298342265343549
GALAPA,2023,10,1,68313,1.1681757394982434e-4,7.98015892923435,0.12531078752537378
GALAPA,2023,11,2,68313,8.066161135529346e-5,5.510236656514162,0.36296081723379603
GALAPA,2023,12,2,68313,1.0123431976448612e-4,6.91562008607134,0.289200386242757
GALAPA,2023,13,1,68313,7.65779099237608e-5,5.231266760621872,0.19115828837624102
JUAN DE ACOSTA,2018,1,1,21005,1.4127227377256848e-4,2.967424110592801,0.33699261134608444
JUAN DE ACOSTA,2018,4,1,21005,2.8614255622150956e-5,0.6010424393432808,1.6637760240235842
JUAN DE ACOSTA,2018,5,5,21005,3.810004163790265e-5,0.8002913746041451,6.247724464696614
JUAN DE ACOSTA,2018,6,3,21005,4.4248884043144435e-5,0.9294478093262488,3.2277229231135443
JUAN DE ACOSTA,2018,7,2,21005,7.687843550508663e-5,1.6148315377843447,1.2385192840264514
JUAN DE ACOSTA,2018,8,4,21005,9.463492756788235e-5,1.987806653563369,2.012268141285042
JUAN DE ACOSTA,2018,9,7,21005,9.597514333484023e-5,2.015957885748319,3.472294758479846
JUAN DE ACOSTA,2018,10,6,21005,1.498853331224517e-4,3.148341422237098,1.9057653523919957
JUAN DE ACOSTA,2018,11,4,21005,1.7008655143232985e-4,3.5726680128360884,1.1196114460197726
JUAN DE ACOSTA,2018,12,5,21005,2.2590697786283408e-4,4.74517607000883,1.0537016806608603
JUAN DE ACOSTA,2018,13,11,21005,2.4116327910867475e-4,5.065634677677713,2.1714949260894656
JUAN DE ACOSTA,2019,1,7,21596,2.076576561051351e-4,4.484574741246497,1.5609060844985125
JUAN DE ACOSTA,2019,3,4,21596,5.352779952659651e-5,1.1559863585763783,3.460248445255085
JUAN DE ACOSTA,2019,4,1,21596,3.834176540450562e-5,0.8280287656757034,1.2076875121409114
JUAN DE ACOSTA,2019,5,1,21596,4.72684832660975e-5,1.0208101646146415,0.9796140699456128
JUAN DE ACOSTA,2019,7,3,21596,9.375364494977906e-5,2.0247037163354284,1.4816982730835253
JUAN DE ACOSTA,2019,8,4,21596,1.1797208302458832e-4,2.5477251049990093,1.5700280976748295
JUAN DE ACOSTA,2019,9,3,21596,1.1487237835054205e-4,2.480783882858306,1.2092951831593908
JUAN DE ACOSTA,2019,10,1,21596,9.5810393606517e-5,2.0691212603263414,0.48329695275678536
JUAN DE ACOSTA,2019,11,2,21596,1.581910247888378e-4,3.416293371339741,0.5854298160628036
JUAN DE ACOSTA,2019,12,6,21596,2.4239431719989677e-4,5.234747674248971,1.1461870510999979
JUAN DE ACOSTA,2019,13,2,21596,3.166691593235031e-4,6.838787164750373,0.2924495165325127
JUAN DE ACOSTA,2020,1,2,22270,3.3363221219008695e-4,7.4299893654732365,0.2691793893129771
JUAN DE ACOSTA,2020,3,3,22270,7.903710227401034e-5,1.7601562676422102,1.7043941240618385
JUAN DE ACOSTA,2020,10,1,22270,4.7472151109898895e-5,1.0572048052174483,0.9458905172061886
JUAN DE ACOSTA,2020,12,1,22270,5.670953553118227e-5,1.262921356279429,0.7918149416255053
JUAN DE ACOSTA,2020,13,2,22270,1.1132073260760027e-4,2.479112715171258,0.8067402453146788
JUAN DE ACOSTA,2021,1,3,22748,6.808375885682619e-5,1.5487693464750822,1.9370218082039412
JUAN DE ACOSTA,2021,2,1,22748,5.210255148757055e-5,1.1852288412392549,0.8437189217859542
JUAN DE ACOSTA,2021,6,3,22748,2.8917641592822257e-5,0.6578185109535207,4.5605283981009315
JUAN DE ACOSTA,2021,8,1,22748,1.1191199240916943e-4,2.5457740033237863,0.39280784495968246
JUAN DE ACOSTA,2021,9,4,22748,2.50639088722142e-4,5.7015379902512855,0.7015650876727223
JUAN DE ACOSTA,2021,10,1,22748,3.59547941345098e-4,8.17899656971829,0.12226438677115659
JUAN DE ACOSTA,2021,11,2,22748,4.1853895028106053e-4,9.520924040993565,0.21006364417873122
JUAN DE ACOSTA,2021,12,9,22748,5.452221432515547e-4,12.402713314686364,0.7256476685099924
JUAN DE ACOSTA,2021,13,3,22748,3.869934211118411e-4,8.803326343452161,0.34078027815376566
JUAN DE ACOSTA,2022,1,8,23149,2.192701055175691e-4,5.075883672626207,1.5760802484783671
JUAN DE ACOSTA,2022,2,3,23149,1.553884202225685e-4,3.5970865397322385,0.8340082916724365
JUAN DE ACOSTA,2022,3,1,23149,8.248102936324645e-5,1.909353348729792,0.5237375264590264
JUAN DE ACOSTA,2022,5,1,23149,6.586926114062313e-5,1.5248075261442848,0.6558204775711312
JUAN DE ACOSTA,2022,6,2,23149,1.591294979941727e-4,3.6836887490671035,0.5429340360274741
JUAN DE ACOSTA,2022,7,15,23149,2.0335462504675341e-4,4.707456215207295,3.1864343106459394
JUAN DE ACOSTA,2022,8,5,23149,2.899313370111123e-4,6.711620520470239,0.7449765648624131
JUAN DE ACOSTA,2022,9,3,23149,2.4209310432224935e-4,5.60421327195575,0.5353115333801464
JUAN DE ACOSTA,2022,10,7,23149,2.59268312325771e-4,6.001802162029272,1.16631635149287
JUAN DE ACOSTA,2022,11,19,23149,3.8573183531486757e-4,8.92930625570387,2.1278248786531613
JUAN DE ACOSTA,2022,12,14,23149,4.3288916530475534e-4,10.02095128763978,1.3970729522723184
JUAN DE ACOSTA,2022,13,21,23149,5.263723116063582e-4,12.184992641375587,1.7234314880660666
JUAN DE ACOSTA,2023,1,8,23545,3.701077708451503e-4,8.714187464549063,0.9180431374176296
JUAN DE ACOSTA,2023,2,8,23545,2.1217267080088766e-4,4.995605534006899,1.6014074661302014
JUAN DE ACOSTA,2023,3,5,23545,9.03675589352035e-5,2.127704175129366,2.349950739602227
JUAN DE ACOSTA,2023,5,1,23545,6.153453792751676e-5,1.4488306955033823,0.6902117708463925
JUAN DE ACOSTA,2023,6,2,23545,4.513880546703739e-5,1.0627931747213952,1.8818336884072369
JUAN DE ACOSTA,2023,7,2,23545,9.45305928323655e-5,2.225722808238046,0.8985844924612443
JUAN DE ACOSTA,2023,8,3,23545,1.676201581459753e-4,3.9466166235469884,0.7601447736526725
JUAN DE ACOSTA,2023,9,1,23545,1.1051382832858124e-4,2.602048087996445,0.38431265148907817
