año_semana,Femenino,Masculino,Adolescencia,Adulto,Adulto mayor,Ancianidad,Infancia,Menor de 1 año,Primera infancia,Afrocolombiano,Indígena,Otro,Rom,Contributivo,Especial,Excepción,Indeterminado,No asegurado,Subsidiado,Clasico,Grave,Conf. por laboratorio,Conf. por nexo,Probable,No,Si,Fallecido,Vivo,BARANOA,CAMPO DE LA CRUZ,CANDELARIA,GALAPA,JUAN DE ACOSTA,LURUACO,MALAMBO,MANATÍ,PALMAR DE VARELA,PIOJÓ,POLONUEVO,PONEDERA,PUERTO COLOMBIA,REPELÓN,SABANAGRANDE,SABANALARGA,SANTA LUCÍA,SANTO TOMÁS,SOLEDAD,SUAN,TUBARÁ,USIACURÍ,Centro,Costera,Metropolitana,Oriental,Sur,Cabecera municipal,Centro poblado,Rural disperso,año,semana,total_casos
2019_52,39,55,49,8,0,0,28,0,9,1,0,92,1,41,0,3,0,0,50,93,1,16,0,78,19,75,0,94,21,1,1,5,0,3,7,0,0,0,0,6,3,2,0,5,0,0,39,1,0,0,29,0,54,6,5,91,3,0,2019,52,94
2020_1,53,64,58,19,1,0,33,0,6,3,0,114,0,61,0,5,3,4,44,113,4,37,0,80,24,93,1,116,22,0,1,3,1,3,12,0,0,0,3,3,3,2,1,7,0,0,52,4,0,0,35,1,70,4,7,110,6,1,2020,1,117
2020_2,71,55,71,15,1,0,25,0,14,6,0,119,1,61,0,5,2,6,52,122,4,20,0,106,35,91,0,126,18,0,0,7,0,3,10,0,1,0,0,5,1,7,0,12,0,0,59,3,0,0,33,0,77,6,10,121,5,0,2020,2,126
2020_3,75,53,57,22,1,0,30,1,17,2,0,126,0,64,0,2,0,7,55,128,0,22,0,106,50,78,0,128,20,0,0,7,0,7,13,0,1,0,2,4,4,4,2,9,0,1,51,2,1,0,38,1,75,8,6,117,10,1,2020,3,128
2020_4,48,45,38,16,0,0,27,2,10,2,1,90,0,45,0,1,0,6,41,92,1,18,0,75,37,56,0,93,7,4,1,6,1,6,9,0,1,0,1,0,1,7,1,3,1,0,41,0,3,0,17,4,57,2,13,86,7,0,2020,4,93
2020_5,46,35,40,14,1,0,15,0,11,2,0,79,0,33,0,1,1,2,44,80,1,16,0,65,22,59,0,81,11,0,0,1,0,2,5,0,4,0,0,3,2,5,1,8,0,1,38,0,0,0,21,0,46,9,5,74,6,1,2020,5,81
2020_6,45,31,36,15,1,0,18,0,6,1,0,75,0,37,0,4,1,2,32,75,1,17,1,58,32,44,0,76,8,0,0,3,0,0,9,0,4,0,0,2,2,2,1,4,0,0,32,0,8,1,13,8,46,7,2,69,7,0,2020,6,76
2020_7,27,28,28,11,0,1,9,0,6,1,0,53,1,27,0,3,1,4,20,55,0,8,0,47,17,38,0,55,7,0,0,0,0,2,11,0,1,0,1,2,4,2,0,1,0,0,19,3,2,0,11,2,34,3,5,50,5,0,2020,7,55
2020_8,25,21,25,5,1,0,10,2,3,0,0,45,1,20,0,0,0,0,26,46,0,10,0,36,13,33,0,46,5,0,0,0,0,3,8,0,2,0,0,3,0,3,0,3,0,1,18,0,0,0,11,0,26,6,3,42,3,1,2020,8,46
2020_9,18,26,22,8,3,0,9,1,1,1,0,42,1,22,0,2,0,0,20,44,0,4,0,40,11,33,0,44,4,1,0,1,1,2,7,0,1,0,0,0,3,3,0,2,0,0,18,1,0,0,8,1,29,1,5,38,6,0,2020,9,44
2020_10,15,15,15,5,0,0,8,0,2,0,0,30,0,14,0,1,0,2,13,28,2,5,0,25,5,25,0,30,3,0,0,1,0,0,12,0,0,0,0,0,1,2,0,3,0,0,7,0,1,0,6,1,21,0,2,28,2,0,2020,10,30
2020_11,14,7,6,8,1,0,4,0,2,1,0,20,0,12,0,0,0,1,8,20,1,5,0,16,7,14,0,21,0,0,0,0,1,0,6,0,0,1,1,0,0,0,0,1,0,1,10,0,0,0,2,2,16,1,0,21,0,0,2020,11,21
2020_12,6,4,4,0,0,0,3,0,3,0,0,10,0,5,0,0,0,1,4,10,0,1,0,9,2,8,0,10,1,0,0,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,2,6,1,0,8,1,1,2020,12,10
2020_13,6,4,5,1,2,0,2,0,0,0,0,10,0,5,0,1,0,1,3,10,0,1,0,9,1,9,0,10,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2,0,6,0,2,8,2,0,2020,13,10
2020_14,9,5,5,3,0,0,6,0,0,0,0,14,0,9,0,1,0,0,4,14,0,4,0,10,5,9,0,14,1,0,0,1,0,1,6,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,3,2,8,1,0,12,2,0,2020,14,14
2020_15,2,2,2,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,2,4,0,0,0,4,2,2,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,3,1,0,2020,15,4
2020_16,3,6,5,1,0,0,2,0,1,1,0,8,0,7,0,1,0,0,1,9,0,1,0,8,3,6,0,9,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,6,0,1,9,0,0,2020,16,9
2020_17,3,3,4,0,0,0,1,0,1,0,0,6,0,1,0,0,0,1,4,6,0,3,0,3,1,5,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,6,0,0,2020,17,6
2020_18,1,5,3,1,0,0,0,0,2,1,0,5,0,0,0,0,0,0,6,6,0,0,0,6,3,3,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,6,0,0,2020,18,6
2020_19,3,0,1,1,0,0,1,0,0,0,0,3,0,2,0,0,0,0,1,3,0,0,0,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0,2020,19,3
2020_20,3,5,6,1,1,0,0,0,0,0,0,8,0,1,0,1,0,0,6,8,0,2,0,6,1,7,0,8,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,2,1,4,7,1,0,2020,20,8
2020_21,5,3,3,4,0,0,0,0,1,0,0,8,0,3,0,0,0,1,4,8,0,0,0,8,3,5,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,4,0,4,7,1,0,2020,21,8
2020_22,3,3,0,2,1,0,1,0,2,1,0,5,0,2,0,1,0,1,2,6,0,1,0,5,3,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,4,0,1,5,1,0,2020,22,6
2020_23,1,5,1,3,0,0,2,0,0,0,0,6,0,1,0,0,0,0,5,6,0,1,0,5,3,3,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,1,2,0,2,5,0,1,2020,23,6
2020_24,2,2,0,3,0,0,0,0,1,0,0,4,0,2,0,0,0,0,2,4,0,0,0,4,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,4,0,0,2020,24,4
2020_25,1,2,1,0,1,0,0,0,1,0,0,3,0,2,0,0,0,0,1,3,0,1,0,2,2,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,0,0,2020,25,3
2020_26,2,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,2020,26,2
2020_27,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2020,27,1
2020_28,1,1,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2020,28,2
2020_29,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,2020,29,2
2020_30,2,6,4,0,0,0,2,0,2,0,0,8,0,2,0,0,2,0,4,8,0,1,0,7,6,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,3,0,3,0,2,8,0,0,2020,30,8
2020_31,4,2,1,1,0,0,4,0,0,0,0,6,0,2,0,0,0,1,3,6,0,0,0,6,2,4,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,1,0,2,5,1,0,2020,31,6
2020_32,4,5,3,0,2,0,1,0,3,1,0,8,0,3,0,0,0,0,6,8,1,1,0,8,3,6,0,9,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4,0,1,1,3,6,3,0,2020,32,9
2020_33,4,3,1,0,2,0,2,0,2,0,0,7,0,0,0,1,0,0,6,6,1,1,0,6,0,7,0,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,1,4,2,1,2020,33,7
2020_34,6,5,5,2,0,0,4,0,0,1,0,10,0,4,0,0,0,0,7,11,0,2,0,9,6,5,0,11,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,4,0,5,0,2,9,1,1,2020,34,11
2020_35,5,7,6,2,0,0,2,0,2,0,0,12,0,4,0,0,2,1,5,12,0,1,0,11,2,10,0,12,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,6,0,3,0,3,9,2,1,2020,35,12
2020_36,7,6,6,1,0,0,3,0,3,0,0,13,0,5,0,0,0,0,8,12,1,1,0,12,4,9,0,13,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,4,0,7,0,2,12,1,0,2020,36,13
2020_37,2,8,4,1,0,0,3,0,2,1,0,9,0,5,0,1,0,0,4,10,0,1,0,9,7,3,0,10,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,5,0,2,9,1,0,2020,37,10
2020_38,6,8,5,2,0,0,4,1,2,0,0,14,0,4,0,2,0,1,7,14,0,1,0,13,4,10,0,14,1,0,0,0,1,0,4,0,0,0,1,1,1,0,0,3,1,0,1,0,0,0,5,1,6,1,1,12,2,0,2020,38,14
2020_39,7,5,5,5,0,0,1,0,1,0,0,12,0,7,0,0,0,2,3,12,0,1,0,11,5,7,0,12,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,3,0,9,0,0,11,1,0,2020,39,12
2020_40,9,10,12,1,0,0,5,0,1,1,0,18,0,7,0,0,0,0,12,19,0,1,0,18,3,16,0,19,4,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,6,0,12,0,1,15,2,2,2020,40,19
2020_41,4,15,8,1,2,0,6,0,2,0,0,19,0,8,0,0,0,0,11,18,1,1,0,18,6,13,0,19,6,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4,0,1,2,0,0,0,10,0,6,1,2,19,0,0,2020,41,19
2020_42,5,8,7,2,0,0,2,0,2,0,0,13,0,5,0,0,1,0,7,11,2,4,0,9,6,7,0,13,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,0,0,4,0,0,0,4,0,7,1,1,11,1,1,2020,42,13
2020_43,5,8,3,3,0,0,6,0,1,3,0,10,0,3,0,1,0,0,9,13,0,2,0,11,5,8,0,13,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,6,0,6,1,0,13,0,0,2020,43,13
2020_44,6,5,4,3,0,1,3,0,0,0,0,11,0,3,0,0,1,0,7,11,0,0,0,11,4,7,0,11,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,5,0,0,8,1,2,2020,44,11
2020_45,5,5,3,1,1,0,5,0,0,1,0,9,0,4,0,0,0,0,6,10,0,2,0,8,5,5,0,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,3,0,6,1,0,9,0,1,2020,45,10
2020_46,13,10,8,4,0,0,6,1,4,1,0,22,0,10,0,1,0,0,12,23,0,3,0,20,7,16,0,23,6,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,0,9,0,0,0,8,0,13,1,1,22,0,1,2020,46,23
2020_47,6,7,5,2,0,0,5,0,1,1,0,12,0,3,0,0,0,2,8,12,1,4,0,9,3,10,0,13,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,4,1,7,1,0,11,1,1,2020,47,13
2020_48,8,10,8,3,1,0,4,0,2,0,0,18,0,7,0,0,0,0,11,18,0,6,0,12,1,17,0,18,3,0,0,0,0,0,6,0,0,0,0,0,0,1,1,2,0,0,5,0,0,0,5,0,11,1,1,15,2,1,2020,48,18
2020_49,9,7,7,1,0,0,5,0,3,2,0,14,0,8,0,0,0,0,8,16,0,2,0,14,5,11,0,16,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,4,0,0,5,0,0,0,5,0,9,1,1,15,0,1,2020,49,16
2020_50,11,9,9,5,0,0,5,0,1,3,0,17,0,11,0,1,0,0,8,20,0,6,0,14,5,15,0,20,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,4,0,16,0,0,20,0,0,2020,50,20
2020_51,21,15,13,9,1,0,10,0,3,1,0,35,0,15,0,2,1,0,18,36,0,0,0,36,12,24,0,36,3,0,0,0,2,1,11,0,0,0,0,0,0,0,3,6,0,1,9,0,0,0,10,2,20,4,0,34,2,0,2020,51,36
2020_52,17,13,13,3,1,0,11,0,2,0,0,30,0,12,0,0,0,1,17,30,0,1,0,29,7,23,0,30,4,0,0,0,0,0,5,0,0,0,0,1,0,1,6,7,0,0,6,0,0,0,11,0,11,7,1,30,0,0,2020,52,30
2020_53,15,16,18,4,2,0,4,0,3,0,0,31,0,9,0,1,0,2,19,31,0,1,0,30,9,22,0,31,3,0,0,2,0,0,6,0,0,0,0,1,0,0,6,3,0,0,10,0,0,0,6,0,18,7,0,30,1,0,2020,53,31
2021_1,12,11,4,4,2,0,8,1,4,4,0,19,0,10,0,1,0,1,11,22,1,8,0,15,11,12,0,23,0,0,0,3,2,0,6,0,0,1,0,0,0,0,2,2,0,0,7,0,0,0,2,3,16,2,0,23,0,0,2021,1,23
2021_2,15,11,9,6,0,0,6,0,5,1,0,25,0,11,0,1,0,0,14,26,0,4,0,22,10,16,0,26,3,0,0,2,0,0,7,0,0,0,0,0,0,0,3,2,0,2,7,0,0,0,5,0,16,5,0,25,1,0,2021,2,26
2021_3,7,10,6,4,0,0,6,0,1,0,0,17,0,5,0,0,0,0,12,15,2,2,0,15,3,14,0,17,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,4,0,0,6,0,0,0,5,0,10,1,1,17,0,0,2021,3,17
2021_4,10,10,9,1,0,0,4,0,6,0,0,20,0,7,0,1,0,0,12,20,0,5,0,15,3,17,0,20,1,0,0,2,1,1,4,0,0,0,0,0,1,1,3,1,0,0,5,0,0,0,3,1,12,3,1,19,1,0,2021,4,20
2021_5,5,9,5,4,0,0,4,0,1,1,0,13,0,8,0,1,0,1,4,13,1,4,0,10,6,8,0,14,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,1,12,0,0,14,0,0,2021,5,14
2021_6,5,10,6,4,0,0,4,0,1,0,0,15,0,10,0,1,0,0,4,15,0,3,0,12,7,8,0,15,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,14,0,0,15,0,0,2021,6,15
2021_7,9,11,7,2,0,0,9,0,2,0,0,20,0,7,0,2,0,1,10,18,2,3,0,17,6,14,0,20,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,2,0,0,5,0,0,0,2,0,17,1,0,20,0,0,2021,7,20
2021_8,9,3,5,2,0,0,3,0,2,0,0,12,0,3,0,0,0,1,8,12,0,2,0,10,3,9,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,1,0,10,1,0,12,0,0,2021,8,12
2021_9,6,12,10,4,0,0,3,0,1,0,0,18,0,8,0,0,0,0,10,18,0,5,0,13,6,12,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,18,0,0,18,0,0,2021,9,18
2021_10,5,3,4,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,5,7,1,1,0,7,1,7,0,8,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,8,0,0,2021,10,8
2021_11,5,2,1,1,0,0,5,0,0,0,0,7,0,0,0,0,0,0,7,7,0,1,0,6,2,5,0,7,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,7,0,0,2021,11,7
2021_12,6,5,5,2,0,0,3,1,0,0,0,11,0,5,0,0,0,1,5,11,0,4,0,7,4,7,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,11,0,0,2021,12,11
2021_13,5,3,3,2,0,1,1,0,1,0,0,8,0,3,0,0,0,0,5,8,0,4,0,4,2,6,0,8,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,0,0,8,0,0,2021,13,8
2021_14,2,4,2,2,1,0,1,0,0,0,0,6,0,5,0,0,0,0,1,5,1,3,0,3,2,4,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,5,0,0,6,0,0,2021,14,6
2021_15,1,3,2,0,0,0,1,0,1,0,0,4,0,2,0,0,0,1,1,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2021,15,4
2021_16,4,4,1,1,0,0,4,1,1,0,0,8,0,5,0,0,0,0,3,8,0,0,0,8,1,7,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,0,0,2021,16,8
2021_18,4,5,4,2,0,0,3,0,0,0,0,9,0,4,0,0,0,0,5,9,0,3,0,6,3,6,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,2,1,6,0,0,9,0,0,2021,18,9
2021_19,2,2,0,2,0,0,1,0,1,0,0,4,0,2,0,0,0,0,2,4,0,1,0,3,2,2,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2021,19,4
2021_20,5,1,0,4,0,0,1,0,1,0,0,6,0,3,0,0,0,0,3,6,0,1,0,5,1,5,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,5,0,0,6,0,0,2021,20,6
2021_21,3,5,1,2,1,0,2,0,2,1,0,7,0,6,0,1,0,0,1,8,0,3,0,5,4,4,0,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,6,1,0,8,0,0,2021,21,8
2021_22,4,2,2,0,0,0,2,1,1,0,0,6,0,2,0,0,0,0,4,6,0,2,0,4,1,5,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,6,0,0,2021,22,6
2021_23,2,2,3,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,4,0,1,0,3,2,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,2021,23,4
2021_24,5,7,4,2,0,0,2,2,2,0,0,12,0,5,0,1,0,1,5,12,0,1,0,11,5,7,0,12,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,2,9,0,0,11,1,0,2021,24,12
2021_25,3,5,5,2,0,0,1,0,0,0,0,8,0,5,0,0,0,0,3,8,0,0,0,8,2,6,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,8,0,0,2021,25,8
2021_26,7,7,8,0,2,0,2,0,2,0,0,14,0,3,0,0,0,0,11,14,0,3,0,11,2,12,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,11,0,0,14,0,0,2021,26,14
2021_27,10,9,7,1,1,0,6,0,4,1,0,18,0,6,0,2,0,1,10,18,1,3,0,16,6,13,0,19,1,1,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,5,0,13,0,1,18,1,0,2021,27,19
2021_28,10,9,7,4,0,0,4,0,4,2,0,17,0,8,0,1,0,2,8,19,0,4,0,15,5,14,0,19,0,0,0,0,0,3,12,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,15,0,1,18,1,0,2021,28,19
2021_29,9,9,6,1,2,0,8,0,1,1,0,17,0,6,0,0,0,0,12,17,1,3,0,15,5,13,0,18,1,0,0,1,0,2,6,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,6,0,11,1,0,16,1,1,2021,29,18
