año_semana,Femenino,Masculino,Adolescencia,Adulto,Adulto mayor,Ancianidad,Infancia,Menor de 1 año,Primera infancia,Afrocolombiano,Indígena,Otro,Rom,Contributivo,Especial,Excepción,Indeterminado,No asegurado,Subsidiado,Clasico,Grave,Conf. por laboratorio,Conf. por nexo,Probable,No,Si,Fallecido,Vivo,BARANOA,CAMPO DE LA CRUZ,CANDELARIA,GALAPA,JUAN DE ACOSTA,LURUACO,MALAMBO,MANATÍ,PALMAR DE VARELA,PIOJÓ,POLONUEVO,PONEDERA,PUERTO COLOMBIA,REPELÓN,SABANAGRANDE,SABANALARGA,SANTA LUCÍA,SANTO TOMÁS,SOLEDAD,SUAN,TUBARÁ,USIACURÍ,Centro,Costera,Metropolitana,Oriental,Sur,Cabecera municipal,Centro poblado,Rural disperso,año,semana,total_casos
2021_30,15,23,19,5,0,0,9,0,5,1,0,37,0,5,0,1,0,1,31,34,4,8,0,30,3,35,0,38,0,0,0,0,0,4,21,1,0,0,0,0,0,0,0,2,0,0,10,0,0,0,6,0,31,0,1,38,0,0,2021,30,38
2021_31,24,21,19,4,0,0,13,1,8,0,0,45,0,12,0,0,1,1,31,45,0,7,0,38,6,39,0,45,1,0,0,0,0,2,27,0,0,0,1,1,1,0,0,3,0,0,9,0,0,0,7,0,37,1,0,44,1,0,2021,31,45
2021_32,18,21,19,2,0,0,10,0,8,1,0,38,0,18,0,2,0,1,18,39,0,6,1,32,11,28,0,39,0,1,0,0,1,3,18,0,0,0,1,0,0,0,0,4,0,0,11,0,0,0,8,1,29,0,1,37,2,0,2021,32,39
2021_33,38,31,38,7,0,0,16,0,8,3,0,66,0,18,0,2,1,2,46,68,1,3,0,66,13,56,0,69,1,0,0,0,1,11,37,0,0,0,1,0,0,0,0,5,0,0,13,0,0,0,18,1,50,0,0,68,1,0,2021,33,69
2021_34,24,28,30,6,0,0,9,0,7,0,0,52,0,14,0,2,0,4,32,52,0,12,0,40,10,42,0,52,2,0,0,1,1,8,18,1,0,0,0,1,0,0,0,4,0,0,16,0,0,0,14,1,35,1,1,51,1,0,2021,34,52
2021_35,41,41,32,5,2,0,31,1,11,3,0,79,0,26,0,2,2,5,47,81,1,18,0,64,16,66,0,82,0,0,0,1,1,20,36,0,0,0,0,0,0,0,0,3,0,0,20,0,1,0,23,2,57,0,0,82,0,0,2021,35,82
2021_36,47,56,47,12,2,0,31,0,11,11,0,91,1,29,0,5,0,3,66,102,1,17,0,86,30,73,0,103,6,0,0,4,1,24,31,0,0,0,2,0,0,0,0,2,0,1,32,0,0,0,34,1,67,1,0,101,1,1,2021,36,103
2021_37,42,60,53,16,1,0,25,0,7,2,0,100,0,34,0,4,0,4,60,99,3,7,0,95,30,72,0,102,5,0,0,4,1,16,37,1,0,0,3,0,0,0,1,3,1,0,30,0,0,0,27,1,71,1,2,100,2,0,2021,37,102
2021_38,63,59,60,14,1,0,39,0,8,2,0,120,0,43,0,4,1,1,73,120,2,15,0,107,36,86,0,122,5,1,0,9,0,15,40,1,0,1,2,1,0,0,1,2,0,1,43,0,0,0,24,1,92,3,2,120,2,0,2021,38,122
2021_39,59,66,65,13,0,0,31,0,16,5,0,120,0,37,0,2,0,5,81,119,6,25,0,100,47,78,0,125,9,1,1,6,0,9,32,9,1,0,2,0,0,0,0,6,1,0,48,0,0,0,26,0,86,1,12,122,2,1,2021,39,125
2021_40,65,67,64,17,0,0,40,1,10,3,0,128,1,43,0,3,2,3,81,130,2,27,0,105,53,79,0,132,5,0,0,10,0,13,27,3,1,3,1,0,0,0,0,4,0,0,65,0,0,0,23,3,102,1,3,132,0,0,2021,40,132
2021_41,56,94,69,21,1,0,47,0,12,3,0,147,0,47,0,6,0,5,92,148,2,31,0,119,49,101,0,150,6,0,0,6,0,7,43,4,1,0,1,0,0,0,0,17,0,0,63,0,2,0,31,2,112,1,4,138,8,4,2021,41,150
2021_42,60,67,59,19,0,0,33,0,16,0,0,127,0,31,0,8,1,6,81,126,1,16,0,111,38,89,0,127,4,0,0,8,0,10,26,2,0,0,2,0,1,1,0,11,1,0,60,1,0,0,27,0,95,0,5,123,4,0,2021,42,127
2021_43,64,77,64,24,2,0,32,0,19,1,0,140,0,62,0,5,0,3,71,139,2,27,0,114,50,91,0,141,4,0,0,10,0,6,32,3,1,1,2,0,1,0,0,8,1,0,71,0,1,0,20,2,114,1,4,139,2,0,2021,43,141
2021_44,76,82,73,33,4,1,31,0,16,3,0,155,0,55,0,4,1,5,93,156,2,28,1,129,64,94,0,158,4,1,0,4,2,4,21,6,0,1,1,0,2,0,0,12,1,1,98,0,0,0,21,3,125,1,8,153,4,1,2021,44,158
2021_45,90,108,100,40,2,0,44,0,12,1,0,197,0,104,0,9,0,3,82,196,2,45,2,151,72,126,0,198,8,1,0,13,0,1,26,5,1,0,1,0,3,0,0,15,0,1,122,0,1,0,25,1,164,2,6,190,8,0,2021,45,198
2021_46,96,112,118,36,3,0,37,1,13,4,0,204,0,100,0,13,0,7,88,201,7,39,1,168,73,135,0,208,10,0,0,10,3,1,27,5,1,0,1,1,5,0,1,8,0,0,135,0,0,0,20,3,177,3,5,204,4,0,2021,46,208
2021_47,88,104,88,42,4,0,44,1,13,0,0,192,0,81,0,15,1,2,93,187,5,48,0,144,72,120,0,192,6,1,0,10,2,0,23,1,0,0,1,1,7,0,0,9,0,1,130,0,0,0,16,2,170,2,2,186,6,0,2021,47,192
2021_48,84,102,86,35,2,0,45,1,17,3,0,183,0,81,0,10,1,3,91,183,3,39,0,147,75,111,0,186,5,1,0,16,4,0,18,0,1,1,0,1,12,1,0,7,1,2,113,1,2,0,12,7,159,4,4,175,10,1,2021,48,186
2021_49,96,73,76,40,2,0,33,0,18,0,0,169,0,74,0,12,1,5,77,161,8,39,1,129,64,105,0,169,5,2,0,7,2,0,16,1,0,0,3,0,9,1,1,9,0,0,110,1,0,2,19,2,142,1,5,160,8,1,2021,49,169
2021_50,55,64,48,31,0,0,29,1,10,1,0,118,0,60,0,11,0,4,44,116,3,25,0,94,48,71,0,119,4,0,0,14,0,1,14,1,1,0,0,0,7,0,1,3,0,1,72,0,0,0,8,0,107,3,1,114,5,0,2021,50,119
2021_51,73,71,57,43,2,0,27,0,15,1,0,143,0,66,0,10,0,2,66,143,1,33,0,111,66,78,0,144,5,3,0,10,1,0,8,0,0,0,0,1,12,1,0,7,0,0,94,1,1,0,12,2,124,1,5,142,2,0,2021,51,144
2021_52,67,60,57,27,1,0,30,1,11,0,0,127,0,54,0,5,0,7,61,121,6,27,0,100,39,88,0,127,6,2,0,11,0,1,12,3,0,0,2,1,6,0,2,7,2,1,71,0,0,0,16,0,100,4,7,125,2,0,2021,52,127
2022_1,34,61,37,26,1,0,19,2,10,1,0,94,0,49,0,4,1,2,39,89,6,24,0,71,36,59,0,95,1,0,0,7,2,0,7,2,0,0,3,0,9,0,0,2,1,0,61,0,0,0,6,2,84,0,3,90,3,2,2022,1,95
2022_2,24,39,27,10,0,0,17,0,9,0,0,63,0,32,0,4,0,2,25,61,2,9,0,54,20,43,0,63,3,1,0,9,3,2,2,1,0,0,0,0,3,0,0,4,0,0,34,0,1,0,9,4,48,0,2,62,1,0,2022,2,63
2022_3,39,41,39,16,4,0,14,0,7,1,0,79,0,37,0,4,1,0,38,74,6,22,0,58,38,42,0,80,0,1,0,3,0,0,4,1,1,0,0,0,6,0,1,4,2,0,55,2,0,0,4,0,68,2,6,79,1,0,2022,3,80
2022_4,37,36,27,19,5,1,17,0,4,2,0,71,0,35,0,5,2,0,31,70,3,22,0,51,28,45,0,73,2,0,0,2,3,1,6,2,0,0,0,0,7,0,0,12,0,1,34,2,0,1,16,3,49,1,4,68,5,0,2022,4,73
2022_5,34,42,37,7,2,0,19,0,11,0,0,76,0,38,0,5,0,1,32,74,2,24,0,52,23,53,0,76,0,4,0,1,1,1,6,1,0,0,0,0,5,0,0,7,0,0,49,1,0,0,8,1,61,0,6,72,4,0,2022,5,76
2022_6,25,28,24,6,2,0,14,0,7,0,0,53,0,23,0,2,0,0,28,52,1,17,0,36,24,29,0,53,1,5,0,5,0,0,1,1,0,0,0,0,3,0,1,0,1,0,30,5,0,0,1,0,39,1,12,52,1,0,2022,6,53
2022_7,24,24,27,7,2,0,7,0,5,1,0,47,0,17,0,2,0,1,28,45,3,13,0,35,19,29,0,48,0,7,0,5,2,0,1,0,0,0,0,0,3,0,0,1,1,1,22,5,0,0,1,2,31,1,13,46,2,0,2022,7,48
2022_8,13,24,18,4,2,0,9,0,4,1,0,36,0,17,0,4,0,1,15,36,1,12,0,25,22,15,0,37,0,1,0,2,0,0,3,2,0,0,0,1,6,0,0,0,3,0,17,1,1,0,0,1,28,1,7,35,2,0,2022,8,37
2022_9,16,15,9,5,2,0,10,0,5,0,0,31,0,9,0,5,0,0,17,30,1,10,0,21,12,19,0,31,1,1,0,1,1,0,3,1,0,1,0,0,6,0,0,0,0,0,14,2,0,0,1,2,24,0,4,30,1,0,2022,9,31
2022_10,16,10,11,2,1,0,9,0,3,0,0,26,0,9,0,3,0,0,14,26,0,5,0,21,14,12,0,26,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,13,4,0,0,2,0,18,0,6,25,0,1,2022,10,26
2022_11,9,21,13,9,2,0,5,0,1,1,0,29,0,14,0,2,1,2,11,30,0,7,0,23,13,17,0,30,0,1,0,2,0,0,5,5,0,0,0,0,0,0,0,2,1,0,13,1,0,0,2,0,20,0,8,29,1,0,2022,11,30
2022_12,14,8,11,3,0,0,5,1,2,1,0,21,0,14,0,1,0,1,6,21,1,2,0,20,10,12,0,22,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,14,0,1,0,2,1,17,1,1,21,1,0,2022,12,22
2022_13,7,10,8,2,0,0,6,0,1,0,0,16,1,8,0,1,0,2,6,15,2,5,0,12,6,11,0,17,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,10,0,0,0,0,0,14,1,2,17,0,0,2022,13,17
2022_14,9,9,8,3,0,0,6,0,1,0,0,18,0,6,0,1,0,1,10,16,2,8,0,10,5,13,0,18,0,3,0,1,0,0,1,2,1,0,1,0,1,0,0,2,0,1,3,1,1,0,3,1,6,2,6,16,0,2,2022,14,18
2022_15,4,3,3,1,0,0,2,0,1,0,0,7,0,4,0,0,0,0,3,7,0,0,0,7,5,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,2,0,5,0,0,7,0,0,2022,15,7
2022_16,12,16,14,5,1,0,6,0,2,0,0,28,0,10,0,1,0,0,17,28,0,10,0,18,14,14,0,28,0,2,0,4,0,0,3,1,1,0,1,0,4,0,0,4,0,0,7,1,0,0,5,0,18,1,4,27,1,0,2022,16,28
2022_17,8,7,5,6,1,0,2,0,1,0,0,15,0,4,0,1,0,2,8,15,0,5,0,10,6,9,0,15,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,5,0,0,2,3,1,10,0,1,15,0,0,2022,17,15
2022_18,10,10,9,5,1,0,3,0,2,0,0,20,0,6,0,1,0,0,13,20,0,5,0,15,6,14,0,20,0,1,0,0,0,0,0,3,0,1,1,0,6,0,0,1,0,0,6,1,0,0,2,1,12,0,5,19,1,0,2022,18,20
2022_19,10,14,13,4,1,0,5,0,1,2,0,22,0,9,0,1,1,1,12,23,1,7,0,17,7,17,0,24,0,0,0,1,0,0,5,3,0,0,0,0,7,0,0,3,0,0,4,1,0,0,3,0,17,0,4,24,0,0,2022,19,24
2022_20,10,16,13,1,0,0,10,0,2,1,0,25,0,7,0,0,0,2,17,25,1,6,0,20,8,18,0,26,1,2,0,0,1,0,2,5,0,0,1,0,7,0,0,1,0,0,2,3,1,0,3,2,11,0,10,24,1,1,2022,20,26
2022_21,23,27,21,11,1,0,14,0,3,1,0,49,0,14,0,3,2,1,30,43,7,20,0,30,17,33,0,50,3,4,0,1,0,0,2,9,0,0,0,0,19,0,0,4,0,0,6,2,0,0,7,0,28,0,15,48,2,0,2022,21,50
2022_22,25,26,27,8,1,0,10,0,5,1,0,50,0,16,0,2,2,3,28,47,4,17,0,34,26,25,0,51,1,3,1,6,0,0,1,3,0,2,0,0,14,0,0,8,0,0,9,3,0,0,9,2,30,0,10,50,1,0,2022,22,51
2022_23,25,29,21,14,0,0,14,0,5,2,0,52,0,17,0,1,0,4,32,46,8,29,0,25,16,38,0,54,1,1,1,1,2,0,4,7,0,1,0,0,16,0,0,6,0,0,9,5,0,0,7,3,30,0,14,53,1,0,2022,23,54
2022_24,26,19,20,11,0,0,12,0,2,3,0,42,0,12,0,1,2,2,28,38,7,17,0,28,16,29,0,45,0,3,0,3,0,0,3,6,0,0,1,0,17,0,0,2,0,0,6,4,0,0,3,0,29,0,13,45,0,0,2022,24,45
2022_25,26,28,28,9,1,1,10,0,5,1,0,53,0,13,0,3,0,2,36,53,1,25,0,29,18,36,0,54,1,2,2,3,6,0,3,3,0,1,0,1,8,0,0,7,0,0,11,4,1,1,9,8,25,1,11,52,2,0,2022,25,54
2022_26,28,35,35,8,0,0,14,0,6,2,0,60,1,18,0,3,1,2,39,62,1,32,0,31,28,35,0,63,1,2,0,2,7,1,1,7,0,0,1,1,15,0,0,9,0,0,15,1,0,0,12,7,33,1,10,61,1,1,2022,26,63
2022_27,38,41,33,24,0,0,14,0,8,6,0,73,0,37,0,2,0,1,39,74,5,38,1,40,34,45,0,79,2,1,0,1,0,0,4,9,0,0,1,1,21,1,0,17,0,0,17,1,3,0,20,3,43,1,12,79,0,0,2022,27,79
2022_28,37,47,38,19,2,0,21,1,3,2,0,82,0,33,0,0,2,2,47,80,4,51,0,33,35,49,0,84,0,8,0,3,2,1,2,5,0,0,1,2,32,0,0,7,0,0,18,1,2,0,9,4,55,2,14,77,7,0,2022,28,84
2022_29,39,56,59,18,1,0,11,0,6,3,0,91,1,37,0,2,1,0,55,90,5,51,0,44,34,61,0,95,5,4,2,10,3,0,1,8,1,0,2,1,23,0,0,9,0,0,23,3,0,0,16,3,57,2,17,87,6,2,2022,29,95
2022_30,53,52,50,30,2,0,15,0,8,3,0,102,0,44,0,5,1,2,53,101,4,48,2,55,40,65,0,105,5,2,1,11,0,0,3,7,0,0,0,1,28,0,0,15,0,0,31,1,0,0,20,0,73,1,11,99,5,1,2022,30,105
2022_31,65,58,55,24,5,1,32,0,6,2,0,121,0,44,0,7,1,3,68,117,6,57,0,66,39,84,0,123,5,2,0,13,1,0,3,9,0,0,0,0,39,0,2,10,0,1,33,5,0,0,15,1,88,3,16,116,6,1,2022,31,123
2022_32,35,42,31,21,2,0,17,1,5,2,0,75,0,33,0,3,1,0,40,74,3,37,0,40,29,48,0,77,0,2,0,4,1,0,6,5,3,0,0,1,23,0,0,12,0,0,19,1,0,0,12,1,52,4,8,72,4,1,2022,32,77
2022_33,37,40,36,19,0,0,17,0,5,3,0,74,0,29,0,4,0,0,44,71,6,29,1,47,32,45,0,77,1,1,1,6,1,0,4,5,0,0,0,1,16,0,1,13,0,0,27,0,0,0,14,1,53,2,7,74,3,0,2022,33,77
2022_34,46,42,46,18,0,1,15,0,8,2,0,86,0,36,0,2,2,1,47,82,6,57,0,31,32,56,0,88,3,2,1,14,2,0,4,6,1,0,0,1,12,0,1,12,0,1,27,1,0,0,15,2,57,4,10,85,3,0,2022,34,88
2022_35,45,52,53,24,0,0,15,1,4,1,0,96,0,37,0,8,1,1,50,94,3,57,0,40,43,54,0,97,3,3,0,9,0,0,3,2,0,0,0,1,17,0,0,10,0,1,47,1,0,0,13,0,76,2,6,94,3,0,2022,35,97
2022_36,37,42,37,21,0,1,16,0,4,2,0,77,0,28,0,5,0,1,45,78,1,36,0,43,33,46,0,79,5,0,0,10,0,0,3,3,0,0,1,1,12,1,1,6,0,0,35,1,0,0,12,0,60,2,5,72,6,1,2022,36,79
2022_37,43,41,40,25,1,0,13,0,5,2,0,82,0,34,0,2,0,1,47,77,7,41,0,43,37,47,0,84,2,1,0,12,0,0,5,4,0,0,0,0,15,0,0,8,0,0,36,1,0,0,10,0,68,0,6,82,2,0,2022,37,84
2022_38,41,53,39,24,2,0,21,0,8,0,0,94,0,41,0,5,0,1,47,92,2,44,0,50,35,59,0,94,6,2,0,6,4,0,5,0,0,1,2,1,11,0,0,6,0,0,50,0,0,0,14,5,72,1,2,88,5,1,2022,38,94
2022_39,38,52,43,25,0,0,18,1,3,1,0,89,0,40,0,1,0,2,47,85,5,46,0,44,40,50,0,90,2,0,0,10,1,1,10,2,0,0,1,1,11,0,0,5,0,0,46,0,0,0,9,1,77,1,2,88,1,1,2022,39,90
2022_40,50,49,51,26,2,0,17,0,3,1,0,98,0,34,0,3,0,1,61,91,8,51,0,48,40,59,0,99,1,0,0,11,2,0,3,3,0,0,0,4,14,1,1,5,0,1,52,0,1,0,6,3,80,6,4,96,3,0,2022,40,99
2022_41,55,54,60,15,2,0,27,1,4,0,0,109,0,45,0,5,0,0,59,106,3,58,1,50,43,66,0,109,7,1,1,12,4,0,7,1,0,0,1,3,9,0,1,8,0,1,51,0,1,1,17,5,79,5,3,104,5,0,2022,41,109
2022_42,65,72,53,41,2,0,30,0,11,1,1,135,0,54,0,10,1,4,68,132,5,62,1,74,59,78,0,137,4,0,1,13,5,2,13,0,1,0,0,3,10,0,2,10,0,0,72,0,0,1,17,5,108,6,1,131,6,0,2022,42,137
2022_43,57,83,73,32,0,0,26,0,9,0,0,140,0,50,0,6,2,0,82,131,9,59,0,81,46,94,0,140,4,0,0,17,4,0,15,0,0,0,0,5,9,0,1,14,0,2,67,0,2,0,18,6,108,8,0,138,1,1,2022,43,140
2022_44,83,83,88,40,2,1,26,1,8,1,0,165,0,68,0,13,1,6,78,154,12,69,0,97,56,110,0,166,3,1,0,26,6,0,6,0,0,0,0,4,8,0,0,10,0,1,97,0,4,0,13,10,137,5,1,164,2,0,2022,44,166
2022_45,83,62,71,36,0,0,33,0,5,1,1,143,0,47,0,9,0,1,88,137,8,69,0,76,54,91,0,145,3,1,0,20,3,1,6,0,0,0,0,0,7,0,1,4,0,0,95,0,4,0,8,7,128,1,1,141,2,2,2022,45,145
2022_46,75,97,74,51,3,0,36,1,7,1,0,169,2,72,0,11,1,5,83,162,10,86,1,85,69,103,0,172,6,1,0,20,3,0,8,1,1,0,1,3,10,0,1,5,0,1,108,0,3,0,12,6,146,6,2,168,3,1,2022,46,172
2022_47,75,89,93,39,3,0,20,0,9,1,1,162,0,76,0,5,1,0,82,160,4,84,0,80,63,101,0,164,6,0,1,9,8,1,13,0,1,0,3,0,10,1,1,8,0,0,101,0,1,0,18,9,133,2,2,161,2,1,2022,47,164
2022_48,68,83,74,39,3,1,25,0,9,1,0,150,0,66,0,5,0,2,78,145,6,84,0,67,71,80,0,151,0,0,0,10,0,0,7,1,3,0,1,0,5,0,0,8,0,0,114,0,1,1,10,1,136,3,1,150,1,0,2022,48,151
2022_49,94,97,111,40,2,0,31,1,6,0,0,191,0,88,0,11,1,4,87,182,9,114,1,76,91,100,0,191,2,0,0,8,7,0,12,0,0,0,2,1,10,0,0,7,0,0,141,0,1,0,11,8,171,1,0,189,2,0,2022,49,191
2022_50,89,98,98,48,2,0,31,1,7,1,0,186,0,90,0,12,2,5,78,179,8,89,1,97,81,106,0,187,0,0,0,16,5,0,15,0,1,1,0,0,10,0,0,7,1,1,129,0,0,1,8,6,170,2,1,185,1,1,2022,50,187
2022_51,84,94,91,46,2,0,26,0,13,8,1,168,1,68,0,8,2,10,90,177,1,80,4,94,80,98,0,178,4,0,0,15,4,0,11,0,1,1,0,0,4,0,0,6,0,0,131,0,0,1,11,5,161,1,0,177,1,0,2022,51,178
2022_52,57,83,74,24,0,0,31,0,11,2,0,138,0,66,0,7,0,4,63,137,3,78,0,62,71,69,0,140,1,0,0,14,5,0,6,0,0,0,0,0,2,0,0,5,0,1,106,0,0,0,6,5,128,1,0,139,1,0,2022,52,140
