,año_semana,Femenino,Masculino,Adolescencia,Adulto,Adulto mayor,Ancianidad,Infancia,Menor de 1 año,Primera infancia,Afrocolombiano,Indígena,Otro,Rom,Contributivo,Especial,Excepción,Indeterminado,No asegurado,Subsidiado,Clasico,Grave,Conf. por laboratorio,Conf. por nexo,Probable,No,Si,Fallecido,Vivo,Cabecera municipal,Centro Poblado,Rural disperso,0,7,BARANOA,CAMPO DE LA CRUZ,CANDELARIA,DESCONOCIDO,GALAPA,JUAN DE ACOSTA,LURUACO,MALAMBO,MANATÍ,PALMAR DE VARELA,PIOJÓ,POLONUEVO,PONEDERA,PUERTO COLOMBIA,REPELÓN,SABANAGRANDE,SABANALARGA,SANTA LUCIA,SANTA LUCÍA,SANTO TOMÁS,SOLEDAD,SUAN,TUBARÁ,USIACURÍ,año,semana
184,2020_29,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,29
185,2020_30,2,6,4,0,0,0,2,0,2,0,0,8,0,2,0,0,2,0,4,8,0,1,0,7,6,2,0,8,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,2020,30
186,2020_31,4,2,1,1,0,0,4,0,0,0,0,6,0,2,0,0,0,1,3,6,0,0,0,6,2,4,0,6,5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2020,31
187,2020_32,4,5,3,0,2,0,1,0,3,1,0,8,0,3,0,0,0,0,6,8,1,1,0,8,3,6,0,9,6,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2020,32
188,2020_33,4,3,1,0,2,0,2,0,2,0,0,7,0,0,0,1,0,0,6,6,1,1,0,6,0,7,0,7,4,2,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,33
189,2020_34,6,5,5,2,0,0,4,0,0,1,0,10,0,4,0,0,0,0,7,11,0,2,0,9,6,5,0,11,9,1,1,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,2020,34
190,2020_35,5,7,6,2,0,0,2,0,2,0,0,12,0,4,0,0,2,1,5,12,0,1,0,11,2,10,0,12,9,2,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,2020,35
191,2020_36,7,6,6,1,0,0,3,0,3,0,0,13,0,5,0,0,0,0,8,12,1,1,0,12,4,9,0,13,12,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,4,0,0,0,2020,36
192,2020_37,2,8,4,1,0,0,3,0,2,1,0,9,0,5,0,1,0,0,4,10,0,1,0,9,7,3,0,10,9,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2020,37
193,2020_38,6,8,5,2,0,0,4,1,2,0,0,14,0,4,0,2,0,1,7,14,0,1,0,13,4,10,0,14,12,2,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,1,1,0,0,3,0,1,0,1,0,0,0,2020,38
194,2020_39,7,5,5,5,0,0,1,0,1,0,0,12,0,7,0,0,0,2,3,12,0,1,0,11,5,7,0,12,11,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,2020,39
195,2020_40,9,10,12,1,0,0,5,0,1,1,0,18,0,7,0,0,0,0,12,19,0,1,0,18,3,16,0,19,15,2,2,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,2020,40
196,2020_41,4,15,8,1,2,0,6,0,2,0,0,19,0,8,0,0,0,0,11,18,1,1,0,18,6,13,0,19,19,0,0,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4,0,0,1,2,0,0,0,2020,41
197,2020_42,5,8,7,2,0,0,2,0,2,0,0,13,0,5,0,0,1,0,7,11,2,4,0,9,6,7,0,13,11,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,0,0,0,4,0,0,0,2020,42
198,2020_43,5,8,3,3,0,0,6,0,1,3,0,10,0,3,0,1,0,0,9,13,0,2,0,11,5,8,0,13,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,6,0,0,1,1,0,0,0,2020,43
199,2020_44,6,5,4,3,0,1,3,0,0,0,0,11,0,3,0,0,1,0,7,11,0,0,0,11,4,7,0,11,8,1,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2020,44
200,2020_45,5,5,3,1,1,0,5,0,0,1,0,9,0,4,0,0,0,0,6,10,0,2,0,8,5,5,0,10,9,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,2020,45
201,2020_46,13,10,8,4,0,0,6,1,4,1,0,22,0,10,0,1,0,0,12,23,0,3,0,20,7,16,0,23,22,0,1,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,0,0,9,0,0,0,2020,46
202,2020_47,6,7,5,2,0,0,5,0,1,1,0,12,0,3,0,0,0,2,8,12,1,4,0,9,3,10,0,13,11,1,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,2020,47
203,2020_48,8,10,8,3,1,0,4,0,2,0,0,18,0,7,0,0,0,0,11,18,0,6,0,12,1,17,0,18,15,2,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,2,0,0,0,5,0,0,0,2020,48
204,2020_49,9,7,7,1,0,0,5,0,3,2,0,14,0,8,0,0,0,0,8,16,0,2,0,14,5,11,0,16,15,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,4,0,0,0,5,0,0,0,2020,49
205,2020_50,11,9,9,5,0,0,5,0,1,3,0,17,0,11,0,1,0,0,8,20,0,6,0,14,5,15,0,20,20,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,2020,50
206,2020_51,21,15,13,9,1,0,10,0,3,1,0,35,0,15,0,2,1,0,18,36,0,0,0,36,12,24,0,36,34,2,0,0,0,3,0,0,0,0,2,1,11,0,0,0,0,0,0,0,3,6,0,0,1,9,0,0,0,2020,51
207,2020_52,17,13,13,3,1,0,11,0,2,0,0,30,0,12,0,0,0,1,17,30,0,1,0,29,7,23,0,30,30,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,1,0,1,6,7,0,0,0,6,0,0,0,2020,52
208,2020_53,15,16,18,4,2,0,4,0,3,0,0,31,0,9,0,1,0,2,19,31,0,1,0,30,9,22,0,31,30,1,0,0,0,3,0,0,0,2,0,0,6,0,0,0,0,1,0,0,6,3,0,0,0,10,0,0,0,2020,53
209,2021_1,12,11,4,4,2,0,8,1,4,4,0,19,0,10,0,1,0,1,11,22,1,8,0,15,11,12,0,23,23,0,0,0,0,0,0,0,0,3,2,0,6,0,0,1,0,0,0,0,2,2,0,0,0,7,0,0,0,2021,1
210,2021_2,15,11,9,6,0,0,6,0,5,1,0,25,0,11,0,1,0,0,14,26,0,4,0,22,10,16,0,26,25,1,0,0,0,3,0,0,0,2,0,0,7,0,0,0,0,0,0,0,3,2,0,0,2,7,0,0,0,2021,2
211,2021_3,7,10,6,4,0,0,6,0,1,0,0,17,0,5,0,0,0,0,12,15,2,2,0,15,3,14,0,17,17,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,4,0,0,0,6,0,0,0,2021,3
212,2021_4,10,10,9,1,0,0,4,0,6,0,0,20,0,7,0,1,0,0,12,20,0,5,0,15,3,17,0,20,19,1,0,0,0,1,0,0,0,2,1,1,4,0,0,0,0,0,1,1,3,1,0,0,0,5,0,0,0,2021,4
213,2021_5,5,9,5,4,0,0,4,0,1,1,0,13,0,8,0,1,0,1,4,13,1,4,0,10,6,8,0,14,14,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,2021,5
214,2021_6,5,10,6,4,0,0,4,0,1,0,0,15,0,10,0,1,0,0,4,15,0,3,0,12,7,8,0,15,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2021,6
215,2021_7,9,11,7,2,0,0,9,0,2,0,0,20,0,7,0,2,0,1,10,18,2,3,0,17,6,14,0,20,20,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,2,0,0,0,5,0,0,0,2021,7
216,2021_8,9,3,5,2,0,0,3,0,2,0,0,12,0,3,0,0,0,1,8,12,0,2,0,10,3,9,0,12,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,2021,8
217,2021_9,6,12,10,4,0,0,3,0,1,0,0,18,0,8,0,0,0,0,10,18,0,5,0,13,6,12,0,18,18,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2021,9
218,2021_10,5,3,4,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,5,7,1,1,0,7,1,7,0,8,8,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,10
219,2021_11,5,2,1,1,0,0,5,0,0,0,0,7,0,0,0,0,0,0,7,7,0,1,0,6,2,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,11
220,2021_12,6,5,5,2,0,0,3,1,0,0,0,11,0,5,0,0,0,1,5,11,0,4,0,7,4,7,0,11,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2021,12
221,2021_13,5,3,3,2,0,1,1,0,1,0,0,8,0,3,0,0,0,0,5,8,0,4,0,4,2,6,0,8,8,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2021,13
222,2021_14,2,4,2,2,1,0,1,0,0,0,0,6,0,5,0,0,0,0,1,5,1,3,0,3,2,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2021,14
223,2021_15,1,3,2,0,0,0,1,0,1,0,0,4,0,2,0,0,0,1,1,4,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,15
224,2021_16,4,4,1,1,0,0,4,1,1,0,0,8,0,5,0,0,0,0,3,8,0,0,0,8,1,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2021,16
225,2021_18,4,5,4,2,0,0,3,0,0,0,0,9,0,4,0,0,0,0,5,9,0,3,0,6,3,6,0,9,9,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,2021,18
226,2021_19,2,2,0,2,0,0,1,0,1,0,0,4,0,2,0,0,0,0,2,4,0,1,0,3,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,19
227,2021_20,5,1,0,4,0,0,1,0,1,0,0,6,0,3,0,0,0,0,3,6,0,1,0,5,1,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2021,20
228,2021_21,3,5,1,2,1,0,2,0,2,1,0,7,0,6,0,1,0,0,1,8,0,3,0,5,4,4,0,8,8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2021,21
229,2021_22,4,2,2,0,0,0,2,1,1,0,0,6,0,2,0,0,0,0,4,6,0,2,0,4,1,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,22
230,2021_23,2,2,3,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,4,0,1,0,3,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2021,23
231,2021_24,5,7,4,2,0,0,2,2,2,0,0,12,0,5,0,1,0,1,5,12,0,1,0,11,5,7,0,12,11,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2021,24
232,2021_25,3,5,5,2,0,0,1,0,0,0,0,8,0,5,0,0,0,0,3,8,0,0,0,8,2,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2021,25
233,2021_26,7,7,8,0,2,0,2,0,2,0,0,14,0,3,0,0,0,0,11,14,0,3,0,11,2,12,0,14,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,2021,26
234,2021_27,10,9,7,1,1,0,6,0,4,1,0,18,0,6,0,2,0,1,10,18,1,3,0,16,6,13,0,19,18,1,0,0,0,1,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2021,27
235,2021_28,10,9,7,4,0,0,4,0,4,2,0,17,0,8,0,1,0,2,8,19,0,4,0,15,5,14,0,19,18,1,0,0,0,0,0,0,0,0,0,3,12,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2021,28
236,2021_29,9,9,6,1,2,0,8,0,1,1,0,17,0,6,0,0,0,0,12,17,1,3,0,15,5,13,0,18,16,1,1,0,0,1,0,0,0,1,0,2,6,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,2021,29
237,2021_30,15,23,19,5,0,0,9,0,5,1,0,37,0,5,0,1,0,1,31,34,4,8,0,30,3,35,0,38,38,0,0,0,0,0,0,0,0,0,0,4,21,1,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,2021,30
238,2021_31,24,21,19,4,0,0,13,1,8,0,0,45,0,12,0,0,1,1,31,45,0,7,0,38,6,39,0,45,44,1,0,0,0,1,0,0,0,0,0,2,27,0,0,0,1,1,1,0,0,3,0,0,0,9,0,0,0,2021,31
239,2021_32,18,21,19,2,0,0,10,0,8,1,0,38,0,18,0,2,0,1,18,39,0,6,1,32,11,28,0,39,37,2,0,0,0,0,1,0,0,0,1,3,18,0,0,0,1,0,0,0,0,4,0,0,0,11,0,0,0,2021,32
240,2021_33,38,31,38,7,0,0,16,0,8,3,0,66,0,18,0,2,1,2,46,68,1,3,0,66,13,56,0,69,68,1,0,0,0,1,0,0,0,0,1,11,37,0,0,0,1,0,0,0,0,5,0,0,0,13,0,0,0,2021,33
241,2021_34,24,28,30,6,0,0,9,0,7,0,0,52,0,14,0,2,0,4,32,52,0,12,0,40,10,42,0,52,51,1,0,0,0,2,0,0,0,1,1,8,18,1,0,0,0,1,0,0,0,4,0,0,0,16,0,0,0,2021,34
242,2021_35,41,41,32,5,2,0,31,1,11,3,0,79,0,26,0,2,2,5,47,81,1,18,0,64,16,66,0,82,82,0,0,0,0,0,0,0,0,1,1,20,36,0,0,0,0,0,0,0,0,3,0,0,0,20,0,1,0,2021,35
243,2021_36,47,56,47,12,2,0,31,0,11,11,0,91,1,29,0,5,0,3,66,102,1,17,0,86,30,73,0,103,101,1,1,0,0,6,0,0,0,4,1,24,31,0,0,0,2,0,0,0,0,2,0,0,1,32,0,0,0,2021,36
244,2021_37,42,60,53,16,1,0,25,0,7,2,0,100,0,34,0,4,0,4,60,99,3,7,0,95,30,72,0,102,100,2,0,0,0,5,0,0,0,4,1,16,37,1,0,0,3,0,0,0,1,3,0,1,0,30,0,0,0,2021,37
245,2021_38,63,59,60,14,1,0,39,0,8,2,0,120,0,43,0,4,1,1,73,120,2,15,0,107,36,86,0,122,120,2,0,0,0,5,1,0,0,9,0,15,40,1,0,1,2,1,0,0,1,2,0,0,1,43,0,0,0,2021,38
246,2021_39,59,66,65,13,0,0,31,0,16,5,0,120,0,37,0,2,0,5,81,119,6,25,0,100,47,78,0,125,122,2,1,0,0,9,1,1,0,6,0,9,32,9,1,0,2,0,0,0,0,6,0,1,0,48,0,0,0,2021,39
247,2021_40,65,67,64,17,0,0,40,1,10,3,0,128,1,43,0,3,2,3,81,130,2,27,0,105,53,79,0,132,132,0,0,0,0,5,0,0,0,10,0,13,27,3,1,3,1,0,0,0,0,4,0,0,0,65,0,0,0,2021,40
248,2021_41,56,94,69,21,1,0,47,0,12,3,0,147,0,47,0,6,0,5,92,148,2,31,0,119,49,101,0,150,138,8,4,0,0,6,0,0,0,6,0,7,43,4,1,0,1,0,0,0,0,17,0,0,0,63,0,2,0,2021,41
249,2021_42,60,67,59,19,0,0,33,0,16,0,0,127,0,31,0,8,1,6,81,126,1,16,0,111,38,89,0,127,123,4,0,0,0,4,0,0,0,8,0,10,26,2,0,0,2,0,1,1,0,11,0,1,0,60,1,0,0,2021,42
250,2021_43,64,77,64,24,2,0,32,0,19,1,0,140,0,62,0,5,0,3,71,139,2,27,0,114,50,91,0,141,139,2,0,0,0,4,0,0,0,10,0,6,32,3,1,1,2,0,1,0,0,8,0,1,0,71,0,1,0,2021,43
251,2021_44,76,82,73,33,4,1,31,0,16,3,0,155,0,55,0,4,1,5,93,156,2,28,1,129,64,94,0,158,153,4,1,0,0,4,1,0,0,4,2,4,21,6,0,1,1,0,2,0,0,12,0,1,1,98,0,0,0,2021,44
252,2021_45,90,108,100,40,2,0,44,0,12,1,0,197,0,104,0,9,0,3,82,196,2,45,2,151,72,126,0,198,190,8,0,0,0,8,1,0,0,13,0,1,26,5,1,0,1,0,3,0,0,15,0,0,1,122,0,1,0,2021,45
253,2021_46,96,112,118,36,3,0,37,1,13,4,0,204,0,100,0,13,0,7,88,201,7,39,1,168,73,135,0,208,204,4,0,0,0,10,0,0,0,10,3,1,27,5,1,0,1,1,5,0,1,8,0,0,0,135,0,0,0,2021,46
254,2021_47,88,104,88,42,4,0,44,1,13,0,0,192,0,81,0,15,1,2,93,187,5,48,0,144,72,120,0,192,186,6,0,0,0,6,1,0,0,10,2,0,23,1,0,0,1,1,7,0,0,9,0,0,1,130,0,0,0,2021,47
255,2021_48,84,102,86,35,2,0,45,1,17,3,0,183,0,81,0,10,1,3,91,183,3,39,0,147,75,111,0,186,175,10,1,0,0,5,1,0,0,16,4,0,18,0,1,1,0,1,12,1,0,7,0,1,2,113,1,2,0,2021,48
256,2021_49,96,73,76,40,2,0,33,0,18,0,0,169,0,74,0,12,1,5,77,161,8,39,1,129,64,105,0,169,160,8,1,0,0,5,2,0,0,7,2,0,16,1,0,0,3,0,9,1,1,9,0,0,0,110,1,0,2,2021,49
257,2021_50,54,64,47,31,0,0,29,1,10,1,0,117,0,60,0,11,0,4,43,115,3,25,0,93,48,70,0,118,113,5,0,0,0,3,0,0,0,14,0,1,14,1,1,0,0,0,7,0,1,3,0,0,1,72,0,0,0,2021,50
258,2021_51,73,71,57,43,2,0,27,0,15,1,0,143,0,66,0,10,0,2,66,143,1,33,0,111,66,78,0,144,142,2,0,0,0,5,3,0,0,10,1,0,8,0,0,0,0,1,12,1,0,7,0,0,0,94,1,1,0,2021,51
259,2021_52,67,60,57,27,1,0,30,1,11,0,0,127,0,54,0,5,0,7,61,121,6,27,0,100,39,88,0,127,125,2,0,0,0,6,2,0,0,11,0,1,12,3,0,0,2,1,6,0,2,7,0,2,1,71,0,0,0,2021,52
260,2022_1,34,61,37,26,1,0,19,2,10,1,0,94,0,49,0,4,1,2,39,89,6,24,0,71,36,59,0,95,90,3,2,0,0,1,0,0,0,7,2,0,7,2,0,0,3,0,9,0,0,2,0,1,0,61,0,0,0,2022,1
261,2022_2,24,39,27,10,0,0,17,0,9,0,0,63,0,32,0,4,0,2,25,61,2,9,0,54,20,43,0,63,62,1,0,0,0,3,1,0,0,9,3,2,2,1,0,0,0,0,3,0,0,4,0,0,0,34,0,1,0,2022,2
262,2022_3,39,41,39,16,4,0,14,0,7,1,0,79,0,37,0,4,1,0,38,74,6,22,0,58,38,42,0,80,79,1,0,0,0,0,1,0,0,3,0,0,4,1,1,0,0,0,6,0,1,4,0,2,0,55,2,0,0,2022,3
263,2022_4,37,36,27,19,5,1,17,0,4,2,0,71,0,35,0,5,2,0,31,70,3,22,0,51,28,45,0,73,68,5,0,0,0,2,0,0,0,2,3,1,6,2,0,0,0,0,7,0,0,12,0,0,1,34,2,0,1,2022,4
264,2022_5,34,42,37,7,2,0,19,0,11,0,0,76,0,38,0,5,0,1,32,74,2,24,0,52,23,53,0,76,72,4,0,0,0,0,4,0,0,1,1,1,6,1,0,0,0,0,5,0,0,7,0,0,0,49,1,0,0,2022,5
265,2022_6,25,28,24,6,2,0,14,0,7,0,0,53,0,23,0,2,0,0,28,52,1,17,0,36,24,29,0,53,52,1,0,0,0,1,5,0,0,5,0,0,1,1,0,0,0,0,3,0,1,0,0,1,0,30,5,0,0,2022,6
266,2022_7,24,24,27,7,2,0,7,0,5,1,0,47,0,17,0,2,0,1,28,45,3,13,0,35,19,29,0,48,46,2,0,0,0,0,7,0,0,5,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,22,5,0,0,2022,7
267,2022_8,13,24,18,4,2,0,9,0,4,1,0,36,0,17,0,4,0,1,15,36,1,12,0,25,22,15,0,37,35,2,0,0,0,0,1,0,0,2,0,0,3,2,0,0,0,1,6,0,0,0,0,3,0,17,1,1,0,2022,8
268,2022_9,16,15,9,5,2,0,10,0,5,0,0,31,0,9,0,5,0,0,17,30,1,10,0,21,12,19,0,31,30,1,0,0,0,1,1,0,0,1,1,0,3,1,0,1,0,0,6,0,0,0,0,0,0,14,2,0,0,2022,9
269,2022_10,16,10,11,2,1,0,9,0,3,0,0,26,0,9,0,3,0,0,14,26,0,5,0,21,14,12,0,26,25,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,13,4,0,0,2022,10
270,2022_11,9,21,13,9,2,0,5,0,1,1,0,29,0,14,0,2,1,2,11,30,0,7,0,23,13,17,0,30,29,1,0,0,0,0,1,0,0,2,0,0,5,5,0,0,0,0,0,0,0,2,0,1,0,13,1,0,0,2022,11
271,2022_12,14,8,11,3,0,0,5,1,2,1,0,21,0,14,0,1,0,1,6,21,1,2,0,20,10,12,0,22,21,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,14,0,1,0,2022,12
272,2022_13,7,10,8,2,0,0,6,0,1,0,0,16,1,8,0,1,0,2,6,15,2,5,0,12,6,11,0,17,17,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,10,0,0,0,2022,13
273,2022_14,9,9,8,3,0,0,6,0,1,0,0,18,0,6,0,1,0,1,10,16,2,8,0,10,5,13,0,18,16,0,2,0,0,0,3,0,0,1,0,0,1,2,1,0,1,0,1,0,0,2,0,0,1,3,1,1,0,2022,14
274,2022_15,4,3,3,1,0,0,2,0,1,0,0,7,0,4,0,0,0,0,3,7,0,0,0,7,5,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,0,2022,15
275,2022_16,12,16,14,5,1,0,6,0,2,0,0,28,0,10,0,1,0,0,17,28,0,10,0,18,14,14,0,28,27,1,0,0,0,0,2,0,0,4,0,0,3,1,1,0,1,0,4,0,0,4,0,0,0,7,1,0,0,2022,16
