,año_semana,Femenino,Masculino,Adolescencia,Adulto,Adulto mayor,Ancianidad,Infancia,Menor de 1 año,Primera infancia,Afrocolombiano,Indígena,Otro,Rom,Contributivo,Especial,Excepción,Indeterminado,No asegurado,Subsidiado,Clasico,Grave,Conf. por laboratorio,Conf. por nexo,Probable,No,Si,Fallecido,Vivo,Cabecera municipal,Centro Poblado,Rural disperso,0,7,BARANOA,CAMPO DE LA CRUZ,CANDELARIA,DESCONOCIDO,GALAPA,JUAN DE ACOSTA,LURUACO,MALAMBO,MANATÍ,PALMAR DE VARELA,PIOJÓ,POLONUEVO,PONEDERA,PUERTO COLOMBIA,REPELÓN,SABANAGRANDE,SABANALARGA,SANTA LUCIA,SANTA LUCÍA,SANTO TOMÁS,SOLEDAD,SUAN,TUBARÁ,USIACURÍ,año,semana
276,2022_17,8,7,5,6,1,0,2,0,1,0,0,15,0,4,0,1,0,2,8,15,0,5,0,10,6,9,0,15,15,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,5,0,0,2,2022,17
277,2022_18,10,10,9,5,1,0,3,0,2,0,0,20,0,6,0,1,0,0,13,20,0,5,0,15,6,14,0,20,19,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,6,0,0,1,0,0,0,6,1,0,0,2022,18
278,2022_19,10,14,13,4,1,0,5,0,1,2,0,22,0,9,0,1,1,1,12,23,1,7,0,17,7,17,0,24,24,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,7,0,0,3,0,0,0,4,1,0,0,2022,19
279,2022_20,10,16,13,1,0,0,10,0,2,1,0,25,0,7,0,0,0,2,17,25,1,6,0,20,8,18,0,26,24,1,1,0,0,1,2,0,0,0,1,0,2,5,0,0,1,0,7,0,0,1,0,0,0,2,3,1,0,2022,20
280,2022_21,23,27,21,11,1,0,14,0,3,1,0,49,0,14,0,3,2,1,30,43,7,20,0,30,17,33,0,50,48,2,0,0,0,3,4,0,0,1,0,0,2,9,0,0,0,0,19,0,0,4,0,0,0,6,2,0,0,2022,21
281,2022_22,25,26,27,8,1,0,10,0,5,1,0,50,0,16,0,2,2,3,28,47,4,17,0,34,26,25,0,51,50,1,0,0,0,1,3,1,0,6,0,0,1,3,0,2,0,0,14,0,0,8,0,0,0,9,3,0,0,2022,22
282,2022_23,25,29,21,14,0,0,14,0,5,2,0,52,0,17,0,1,0,4,32,46,8,29,0,25,16,38,0,54,53,1,0,0,0,1,1,1,0,1,2,0,4,7,0,1,0,0,16,0,0,6,0,0,0,9,5,0,0,2022,23
283,2022_24,26,19,20,11,0,0,12,0,2,3,0,42,0,12,0,1,2,2,28,38,7,17,0,28,16,29,0,45,45,0,0,0,0,0,3,0,0,3,0,0,3,6,0,0,1,0,17,0,0,2,0,0,0,6,4,0,0,2022,24
284,2022_25,26,28,28,9,1,1,10,0,5,1,0,53,0,13,0,3,0,2,36,53,1,25,0,29,18,36,0,54,52,2,0,0,0,1,2,2,0,3,6,0,3,3,0,1,0,1,8,0,0,7,0,0,0,11,4,1,1,2022,25
285,2022_26,28,35,35,8,0,0,14,0,6,2,0,60,1,18,0,3,1,2,39,62,1,32,0,31,28,35,0,63,61,1,1,0,0,1,2,0,0,2,7,1,1,7,0,0,1,1,15,0,0,9,0,0,0,15,1,0,0,2022,26
286,2022_27,38,41,33,24,0,0,14,0,8,6,0,73,0,37,0,2,0,1,39,74,5,38,1,40,34,45,0,79,79,0,0,0,0,2,1,0,0,1,0,0,4,9,0,0,1,1,21,1,0,17,0,0,0,17,1,3,0,2022,27
287,2022_28,37,47,38,19,2,0,21,1,3,2,0,82,0,33,0,0,2,2,47,80,4,51,0,33,35,49,0,84,77,7,0,0,0,0,8,0,0,3,2,1,2,5,0,0,1,2,32,0,0,7,0,0,0,18,1,2,0,2022,28
288,2022_29,39,56,59,18,1,0,11,0,6,3,0,91,1,37,0,2,1,0,55,90,5,51,0,44,34,61,0,95,87,6,2,0,0,5,4,2,0,10,3,0,1,8,1,0,2,1,23,0,0,9,0,0,0,23,3,0,0,2022,29
289,2022_30,53,52,50,30,2,0,15,0,8,3,0,102,0,44,0,5,1,2,53,101,4,48,2,55,40,65,0,105,99,5,1,0,0,5,2,1,0,11,0,0,3,7,0,0,0,1,28,0,0,15,0,0,0,31,1,0,0,2022,30
290,2022_31,65,58,55,24,5,1,32,0,6,2,0,121,0,44,0,7,1,3,68,117,6,57,0,66,39,84,0,123,116,6,1,0,0,5,2,0,0,13,1,0,3,9,0,0,0,0,39,0,2,10,0,0,1,33,5,0,0,2022,31
291,2022_32,35,42,31,21,2,0,17,1,5,2,0,75,0,33,0,3,1,0,40,74,3,37,0,40,29,48,0,77,72,4,1,0,0,0,2,0,0,4,1,0,6,5,3,0,0,1,23,0,0,12,0,0,0,19,1,0,0,2022,32
292,2022_33,37,40,36,19,0,0,17,0,5,3,0,74,0,29,0,4,0,0,44,71,6,29,1,47,32,45,0,77,74,3,0,0,0,1,1,1,0,6,1,0,4,5,0,0,0,1,16,0,1,13,0,0,0,27,0,0,0,2022,33
293,2022_34,46,42,46,18,0,1,15,0,8,2,0,86,0,36,0,2,2,1,47,82,6,57,0,31,32,56,0,88,85,3,0,0,0,3,2,1,0,14,2,0,4,6,1,0,0,1,12,0,1,12,0,0,1,27,1,0,0,2022,34
294,2022_35,45,52,53,24,0,0,15,1,4,1,0,96,0,37,0,8,1,1,50,94,3,57,0,40,43,54,0,97,94,3,0,0,0,3,3,0,0,9,0,0,3,2,0,0,0,1,17,0,0,10,0,0,1,47,1,0,0,2022,35
295,2022_36,37,42,37,21,0,1,16,0,4,2,0,77,0,28,0,5,0,1,45,78,1,36,0,43,33,46,0,79,72,6,1,0,0,5,0,0,0,10,0,0,3,3,0,0,1,1,12,1,1,6,0,0,0,35,1,0,0,2022,36
296,2022_37,43,41,40,25,1,0,13,0,5,2,0,82,0,34,0,2,0,1,47,77,7,41,0,43,37,47,0,84,82,2,0,0,0,2,1,0,0,12,0,0,5,4,0,0,0,0,15,0,0,8,0,0,0,36,1,0,0,2022,37
297,2022_38,41,53,39,24,2,0,21,0,8,0,0,94,0,41,0,5,0,1,47,92,2,44,0,50,35,59,0,94,88,5,1,0,0,6,2,0,0,6,4,0,5,0,0,1,2,1,11,0,0,6,0,0,0,50,0,0,0,2022,38
298,2022_39,38,52,43,25,0,0,18,1,3,1,0,89,0,40,0,1,0,2,47,85,5,46,0,44,40,50,0,90,88,1,1,0,0,2,0,0,0,10,1,1,10,2,0,0,1,1,11,0,0,5,0,0,0,46,0,0,0,2022,39
299,2022_40,50,49,51,26,2,0,17,0,3,1,0,98,0,34,0,3,0,1,61,91,8,51,0,48,40,59,0,99,96,3,0,0,0,1,0,0,0,11,2,0,3,3,0,0,0,4,14,1,1,5,0,0,1,52,0,1,0,2022,40
300,2022_41,55,54,60,15,2,0,27,1,4,0,0,109,0,45,0,5,0,0,59,106,3,58,1,50,43,66,0,109,104,5,0,0,0,7,1,1,0,12,4,0,7,1,0,0,1,3,9,0,1,8,0,0,1,51,0,1,1,2022,41
301,2022_42,65,72,53,41,2,0,30,0,11,1,1,135,0,54,0,10,1,4,68,132,5,62,1,74,59,78,0,137,131,6,0,0,0,4,0,1,0,13,5,2,13,0,1,0,0,3,10,0,2,10,0,0,0,72,0,0,1,2022,42
302,2022_43,57,83,73,32,0,0,26,0,9,0,0,140,0,50,0,6,2,0,82,131,9,59,0,81,46,94,0,140,138,1,1,0,0,4,0,0,0,17,4,0,15,0,0,0,0,5,9,0,1,14,0,0,2,67,0,2,0,2022,43
303,2022_44,83,83,88,40,2,1,26,1,8,1,0,165,0,68,0,13,1,6,78,154,12,69,0,97,56,110,0,166,164,2,0,0,0,3,1,0,0,26,6,0,6,0,0,0,0,4,8,0,0,10,0,0,1,97,0,4,0,2022,44
304,2022_45,83,62,71,36,0,0,33,0,5,1,1,143,0,47,0,9,0,1,88,137,8,69,0,76,54,91,0,145,141,2,2,0,0,3,1,0,0,20,3,1,6,0,0,0,0,0,7,0,1,4,0,0,0,95,0,4,0,2022,45
305,2022_46,75,97,74,51,3,0,36,1,7,1,0,169,2,72,0,11,1,5,83,162,10,86,1,85,69,103,0,172,168,3,1,0,0,6,1,0,0,20,3,0,8,1,1,0,1,3,10,0,1,5,0,0,1,108,0,3,0,2022,46
306,2022_47,75,89,93,39,3,0,20,0,9,1,1,162,0,76,0,5,1,0,82,160,4,84,0,80,63,101,0,164,161,2,1,0,0,6,0,1,0,9,8,1,13,0,1,0,3,0,10,1,1,8,0,0,0,101,0,1,0,2022,47
307,2022_48,68,83,74,39,3,1,25,0,9,1,0,150,0,66,0,5,0,2,78,145,6,84,0,67,71,80,0,151,150,1,0,0,0,0,0,0,0,10,0,0,7,1,3,0,1,0,5,0,0,8,0,0,0,114,0,1,1,2022,48
308,2022_49,94,97,111,40,2,0,31,1,6,0,0,191,0,88,0,11,1,4,87,182,9,114,1,76,91,100,0,191,189,2,0,0,0,2,0,0,0,8,7,0,12,0,0,0,2,1,10,0,0,7,0,0,0,141,0,1,0,2022,49
309,2022_50,89,98,98,48,2,0,31,1,7,1,0,186,0,90,0,12,2,5,78,179,8,89,1,97,81,106,0,187,185,1,1,0,0,0,0,0,0,16,5,0,15,0,1,1,0,0,10,0,0,7,0,1,1,129,0,0,1,2022,50
310,2022_51,84,94,91,46,2,0,26,0,13,8,1,168,1,68,0,8,2,10,90,177,1,80,4,94,80,98,0,178,177,1,0,0,0,4,0,0,0,15,4,0,11,0,1,1,0,0,4,0,0,6,0,0,0,131,0,0,1,2022,51
311,2022_52,57,83,74,24,0,0,31,0,11,2,0,138,0,66,0,7,0,4,63,137,3,78,0,62,71,69,0,140,139,1,0,0,0,1,0,0,0,14,5,0,6,0,0,0,0,0,2,0,0,5,0,0,1,106,0,0,0,2022,52
312,2023_1,113,137,114,68,6,2,41,0,19,0,0,250,0,94,0,13,0,5,138,248,2,87,0,163,139,111,0,250,246,4,0,0,0,5,0,0,0,20,8,0,20,1,0,0,1,0,3,0,1,5,0,0,2,183,0,0,1,2023,1
313,2023_2,111,117,81,75,13,1,37,1,20,0,0,228,0,86,0,16,2,8,116,226,2,90,0,138,120,108,0,228,227,1,0,0,0,1,0,0,0,20,4,0,15,0,2,0,4,0,9,1,1,3,1,0,3,163,0,0,1,2023,2
314,2023_3,95,110,77,57,6,0,38,0,27,1,0,204,0,88,0,20,1,2,94,201,4,69,0,136,124,81,0,205,202,3,0,0,0,5,0,0,0,19,0,0,8,2,4,0,2,3,3,0,1,6,0,0,0,151,0,0,1,2023,3
315,2023_4,73,88,66,31,4,0,40,4,16,0,0,161,0,66,0,8,1,5,81,158,3,55,0,106,89,72,0,161,159,2,0,0,0,8,0,0,0,10,1,0,13,0,2,0,1,0,4,0,2,5,0,0,1,113,0,0,1,2023,4
316,2023_5,90,91,65,50,3,0,44,0,19,2,0,179,0,74,1,7,0,4,95,180,1,53,0,128,108,73,0,181,178,3,0,0,0,3,0,1,0,14,1,0,15,1,3,0,0,3,5,0,1,4,0,0,0,129,0,1,0,2023,5
317,2023_6,70,97,61,37,5,0,38,0,26,1,0,166,0,68,0,6,0,5,88,166,1,56,0,111,104,63,0,167,165,2,0,0,0,0,0,1,0,10,4,1,20,0,2,0,3,2,4,0,0,2,0,0,0,117,0,1,0,2023,6
318,2023_7,51,72,42,43,2,1,22,1,12,3,0,120,0,49,0,7,0,3,64,119,4,43,1,79,73,50,0,123,123,0,0,0,0,3,0,1,0,12,1,0,10,0,1,0,0,1,2,0,0,3,0,0,0,89,0,0,0,2023,7
319,2023_8,43,55,32,33,5,0,16,1,11,0,0,97,1,36,0,6,2,4,50,98,0,21,0,77,58,40,0,98,98,0,0,0,0,3,0,0,0,5,2,0,15,0,0,0,2,1,2,0,0,4,0,0,2,61,1,0,0,2023,8
320,2023_9,52,66,42,27,8,1,23,0,17,0,0,118,0,44,0,12,1,2,59,116,2,20,0,98,75,43,0,118,116,2,0,0,0,4,0,0,0,14,1,1,13,0,2,0,0,2,7,0,5,4,0,0,2,62,0,0,1,2023,9
321,2023_10,49,54,30,27,4,0,24,0,18,1,0,102,0,32,0,9,0,6,56,102,1,14,1,88,62,41,0,103,100,3,0,0,0,0,0,0,0,6,4,0,16,0,0,0,0,1,7,0,1,3,0,0,1,64,0,0,0,2023,10
322,2023_11,41,50,36,20,3,0,18,0,14,0,0,91,0,40,0,4,1,1,45,88,3,13,3,75,52,39,0,91,90,0,1,0,0,1,0,0,0,4,1,0,9,0,1,0,1,1,9,0,0,2,0,0,1,61,0,0,0,2023,11
323,2023_12,46,48,30,28,2,0,22,2,10,1,0,93,0,35,0,5,1,3,50,93,1,20,0,74,57,37,0,94,93,0,1,0,0,2,1,1,0,5,1,0,8,1,1,0,0,0,7,0,1,5,0,0,1,58,1,1,0,2023,12
324,2023_13,33,44,19,23,10,0,10,1,14,2,0,75,0,25,1,5,0,1,45,77,0,11,0,66,37,40,0,77,75,1,1,0,0,6,0,0,0,1,2,0,14,0,0,0,0,0,7,1,1,7,0,0,2,36,0,0,0,2023,13
325,2023_14,24,22,17,17,2,0,6,0,4,1,0,45,0,18,1,5,1,1,20,45,1,5,0,41,31,15,0,46,45,1,0,0,0,3,0,0,0,2,2,0,1,0,5,0,0,0,4,0,0,2,0,0,0,26,0,1,0,2023,14
326,2023_15,31,40,16,16,4,0,17,2,16,1,0,70,0,27,1,6,0,2,35,71,0,7,0,64,47,24,0,71,70,1,0,0,0,1,0,1,0,5,2,0,15,0,0,0,0,1,5,0,0,3,0,0,1,37,0,0,0,2023,15
327,2023_16,31,33,25,7,1,0,18,0,13,0,0,64,0,22,0,6,0,2,34,64,0,5,1,58,32,32,0,64,63,0,1,0,0,6,0,0,0,2,1,0,10,0,0,0,0,0,3,0,0,2,0,0,2,34,0,1,3,2023,16
328,2023_17,35,41,20,12,0,0,31,1,12,0,0,76,0,31,0,3,0,2,40,76,0,5,0,71,44,32,0,76,74,1,1,0,0,1,1,0,0,5,1,0,8,0,0,0,0,1,2,1,2,4,1,0,1,45,1,0,2,2023,17
329,2023_18,46,49,25,29,5,0,19,1,16,2,0,92,1,40,0,2,0,3,50,93,2,7,2,86,59,36,0,95,94,0,1,0,0,2,0,0,0,6,3,0,15,1,2,0,0,2,5,0,0,3,0,0,1,44,0,0,11,2023,18
330,2023_19,54,56,31,22,8,0,36,0,13,1,0,109,0,38,2,10,1,2,57,110,0,8,0,102,66,44,0,110,110,0,0,0,0,9,0,0,0,4,1,0,8,0,7,0,2,1,1,0,0,5,1,0,9,57,0,0,5,2023,19
331,2023_20,62,58,32,34,11,0,22,0,21,0,0,120,0,47,1,5,0,2,65,119,1,21,0,99,65,55,0,120,116,3,1,0,0,6,0,0,0,7,2,0,15,0,2,1,1,3,5,0,0,3,0,0,7,63,0,2,3,2023,20
332,2023_21,37,51,25,19,5,0,21,0,18,1,0,87,0,35,0,5,1,1,46,87,1,13,0,75,53,35,0,88,86,2,0,0,0,5,0,0,0,2,2,0,15,0,1,0,1,3,4,0,0,2,3,0,2,46,0,1,1,2023,21
333,2023_22,42,42,18,21,10,0,20,1,14,1,0,83,0,33,0,5,2,1,43,84,0,6,1,77,46,38,0,84,80,4,0,0,0,3,1,0,0,4,3,0,11,0,4,0,2,1,6,0,1,2,5,0,3,31,0,1,6,2023,22
334,2023_23,32,37,13,17,4,1,25,0,9,0,0,69,0,16,0,2,0,2,49,68,1,4,1,64,33,36,0,69,68,0,1,0,0,2,0,1,0,6,4,0,6,0,3,0,4,0,3,0,0,2,0,0,3,28,5,0,2,2023,23
335,2023_24,38,37,12,20,2,0,22,2,17,1,0,74,0,28,1,2,1,2,41,75,0,3,0,72,36,39,0,75,73,2,0,0,0,9,0,0,0,5,5,1,7,0,0,0,2,0,3,0,0,0,2,0,1,30,4,0,6,2023,24
336,2023_25,33,46,26,19,6,0,18,1,9,2,1,76,0,23,1,2,1,2,50,79,0,4,1,74,46,33,0,79,77,2,0,0,0,11,1,2,0,8,8,0,10,1,3,0,2,0,1,2,1,0,1,0,0,15,1,1,11,2023,25
337,2023_26,27,38,24,25,2,1,5,1,7,1,0,64,0,16,0,3,0,0,46,64,1,4,0,61,38,27,0,65,63,1,1,0,0,2,2,1,0,5,0,0,5,0,3,0,5,0,0,0,0,3,0,0,0,21,1,0,17,2023,26
338,2023_27,47,43,32,25,7,2,15,1,8,2,0,88,0,27,1,6,0,0,56,89,1,17,0,73,49,41,0,90,90,0,0,0,0,1,2,0,0,6,2,0,6,0,2,0,0,2,1,0,0,1,0,0,0,42,1,1,23,2023,27
339,2023_28,54,57,32,37,5,1,22,0,14,2,0,109,0,36,0,9,0,1,65,109,2,17,0,94,67,44,0,111,107,2,2,0,0,5,1,2,0,6,2,0,6,1,7,2,1,0,3,0,0,0,0,0,2,45,1,0,27,2023,28
340,2023_29,61,90,57,39,6,0,28,1,20,0,0,150,1,40,3,7,0,1,100,150,1,36,0,115,77,74,0,151,149,1,1,0,0,9,1,1,0,6,8,0,9,0,3,1,2,0,1,0,2,2,1,0,1,58,1,1,44,2023,29
341,2023_30,53,68,45,25,4,2,24,3,18,1,0,120,0,35,1,8,1,4,72,119,2,27,0,94,66,55,0,121,113,8,0,0,0,5,1,2,0,8,5,0,5,0,1,0,4,7,2,0,0,2,0,0,2,48,2,1,26,2023,30
342,2023_31,65,74,54,41,7,0,29,1,7,1,0,138,0,32,3,2,2,6,94,136,3,29,0,110,69,70,0,139,131,5,3,0,0,10,2,3,0,15,1,0,10,0,1,2,1,2,1,0,0,3,0,0,2,64,1,2,19,2023,31
343,2023_32,47,46,29,27,5,0,18,0,14,2,0,91,0,36,0,6,0,2,49,91,2,14,0,79,52,41,0,93,92,1,0,0,0,2,0,5,0,10,1,0,6,2,3,0,1,0,5,0,0,1,0,0,1,40,2,0,14,2023,32
344,2023_33,45,50,27,26,7,2,26,0,7,1,0,94,0,35,0,2,0,3,55,93,2,13,0,82,45,50,0,95,92,1,2,0,0,3,0,1,0,2,2,0,16,0,8,1,1,0,2,0,2,3,0,0,1,44,0,0,9,2023,33
345,2023_34,49,51,38,24,1,1,22,1,13,1,0,98,1,42,1,2,0,3,52,99,1,16,0,84,52,48,0,100,94,6,0,0,0,4,0,4,0,6,5,1,5,1,4,3,1,2,0,2,1,1,0,0,0,47,2,1,10,2023,34
346,2023_35,39,46,29,22,8,0,14,1,11,2,0,83,0,30,2,2,0,1,50,84,1,11,0,74,40,45,0,85,82,3,0,0,0,6,1,2,0,4,0,0,8,0,3,2,0,0,3,0,4,4,0,0,0,39,3,0,6,2023,35
347,2023_36,48,56,35,27,5,1,25,2,9,2,0,102,0,38,0,10,0,1,55,104,0,10,1,93,56,48,0,104,101,3,0,0,1,8,0,2,0,3,1,0,7,0,3,2,0,2,6,1,1,0,0,0,1,51,1,0,14,2023,36
348,2023_37,41,58,42,27,5,0,15,1,9,2,0,96,1,24,2,8,0,1,64,98,1,11,0,88,56,43,0,99,95,3,1,0,0,5,1,3,0,5,1,0,16,0,1,3,2,0,4,1,1,1,1,0,1,46,0,0,7,2023,37
349,2023_38,72,59,45,34,5,0,27,1,19,1,0,130,0,41,2,6,0,0,82,130,1,19,0,112,61,70,0,131,128,3,0,1,0,6,1,3,0,2,0,0,17,0,1,6,1,4,3,0,4,0,0,0,1,65,2,0,14,2023,38
350,2023_39,40,60,31,25,4,0,20,1,19,2,0,98,0,35,1,4,0,0,60,99,1,8,1,91,42,58,0,100,96,3,1,0,0,4,0,0,0,4,1,1,11,0,1,8,2,2,6,0,1,1,0,0,1,45,1,0,11,2023,39
351,2023_40,49,65,39,36,6,2,16,4,11,0,0,114,0,38,0,4,0,5,67,113,1,11,1,102,60,54,0,114,109,4,1,0,0,11,0,1,0,3,1,0,12,0,4,6,1,3,6,0,2,4,0,0,1,46,2,2,9,2023,40
352,2023_41,47,50,26,34,5,0,16,2,14,0,0,97,0,38,0,1,0,1,57,96,1,9,0,88,63,34,0,97,91,5,1,0,0,3,0,0,0,3,3,0,14,0,1,0,1,3,9,2,0,3,0,0,0,46,0,0,9,2023,41
353,2023_42,51,45,29,34,5,1,15,1,11,0,0,96,0,36,1,7,0,1,51,96,0,8,0,88,52,44,0,96,94,2,0,0,0,5,0,0,0,3,0,0,15,0,4,0,2,1,12,0,1,2,0,0,1,43,1,0,6,2023,42
354,2023_43,55,44,31,33,5,3,8,2,17,4,0,95,0,42,1,2,0,3,51,98,1,14,0,85,57,42,0,99,96,3,0,0,0,2,0,0,0,6,1,1,11,0,0,0,1,4,5,0,1,6,0,0,2,52,1,0,6,2023,43
355,2023_44,37,49,32,18,3,2,21,3,7,1,0,85,0,36,1,1,0,3,45,86,0,9,0,77,44,42,0,86,81,5,0,0,0,3,0,3,0,1,1,2,10,1,3,0,0,4,2,0,0,1,0,0,5,42,1,1,6,2023,44
356,2023_45,45,60,37,35,6,0,18,2,7,1,0,104,0,41,1,4,0,1,58,105,0,10,0,95,54,51,0,105,97,8,0,0,0,6,0,0,0,4,0,0,7,1,0,1,0,8,5,0,2,4,0,0,3,56,3,0,5,2023,45
357,2023_46,45,37,21,27,4,3,17,1,9,3,0,79,0,28,2,7,0,1,44,81,1,14,0,68,49,33,0,82,78,4,0,0,0,5,0,0,0,4,0,0,5,0,1,1,0,5,5,0,0,0,0,0,1,48,1,1,5,2023,46
358,2023_47,56,50,42,32,6,0,19,2,5,3,0,103,0,38,1,8,0,0,59,106,0,17,1,88,66,40,0,106,98,8,0,0,0,7,0,0,0,10,2,1,8,0,2,1,0,11,4,0,1,3,0,0,2,49,1,0,4,2023,47
359,2023_48,55,65,40,48,7,0,18,0,7,7,0,113,0,41,1,4,0,4,70,120,0,19,0,101,66,54,0,120,112,8,0,0,0,10,0,1,0,15,1,0,14,2,2,2,1,8,5,0,0,1,0,0,1,54,1,1,1,2023,48
360,2023_49,74,61,57,39,10,0,17,0,12,1,0,134,0,57,1,2,2,1,72,133,2,28,0,107,77,58,0,135,124,10,1,0,0,11,1,0,0,9,4,0,6,0,5,2,0,10,4,0,1,6,0,0,4,68,2,1,1,2023,49
361,2023_50,56,62,47,43,6,1,13,1,7,1,0,117,0,42,1,3,1,1,70,117,1,28,0,90,56,62,0,118,112,5,1,0,0,12,0,0,0,3,0,0,10,0,0,0,3,9,3,1,1,4,0,0,2,67,2,0,1,2023,50
362,2023_51,50,60,48,35,4,0,12,0,11,0,0,110,0,36,1,4,0,2,67,110,0,13,0,97,51,59,0,110,102,8,0,0,0,16,1,1,0,2,4,0,10,1,0,1,2,7,3,0,0,3,0,0,3,54,0,1,1,2023,51
363,2023_52,19,21,18,13,2,0,2,0,5,0,0,40,0,13,0,0,0,1,26,40,0,4,0,36,23,17,0,40,40,0,0,0,0,8,0,0,0,2,0,0,2,0,0,2,1,1,3,0,0,0,0,0,0,21,0,0,0,2023,52
