año_semana,Femenino,Masculino,Adolescencia,Adulto,Adulto mayor,Ancianidad,Infancia,Menor de 1 año,Primera infancia,Afrocolombiano,Indígena,Otro,Rom,Contributivo,Especial,Excepción,Indeterminado,No asegurado,Subsidiado,Clasico,Grave,Conf. por laboratorio,Conf. por nexo,Probable,No,Si,Fallecido,Vivo,Cabecera municipal,Centro Poblado,Rural disperso,BARRANQUILLA,año,semana,total_casos
2017_1,7,2,3,4,1,0,1,0,0,0,0,9,0,4,0,0,0,0,5,9,0,5,0,4,4,5,0,9,9,0,0,9,2017,1,9
2017_2,2,2,2,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,2,4,0,2,0,2,3,1,0,4,4,0,0,4,2017,2,4
2017_3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,2017,3,1
2017_4,2,1,0,0,0,0,1,0,2,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,3,0,0,3,2017,4,3
2017_5,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,0,2,2017,5,2
2017_6,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,2017,6,1
2017_7,0,2,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,1,1,0,2,2,0,0,2,2017,7,2
2017_8,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,1,1,1,0,2,2,0,0,2,2017,8,2
2017_9,3,0,0,0,1,0,0,0,2,0,0,3,0,2,0,1,0,0,0,3,0,2,0,1,1,2,0,3,3,0,0,3,2017,9,3
2017_11,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,2017,11,1
2017_12,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,2,2,0,0,2,2017,12,2
2017_13,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,2,0,0,1,1,0,2,2,0,0,2,2017,13,2
2017_14,2,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,2,2,0,0,2,2017,14,2
2017_15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,2017,15,1
2017_16,1,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,1,1,0,2,2,1,0,3,3,0,0,3,2017,16,3
2017_17,2,4,2,0,1,0,1,0,2,1,0,5,0,2,1,1,0,0,2,6,0,3,0,3,1,5,0,6,6,0,0,6,2017,17,6
2017_18,5,9,1,4,0,0,4,1,4,0,0,14,0,5,1,1,0,0,7,14,0,4,0,10,11,3,0,14,14,0,0,14,2017,18,14
2017_19,1,3,0,1,0,0,0,0,3,0,0,4,0,0,1,1,0,0,2,4,0,1,0,3,2,2,0,4,4,0,0,4,2017,19,4
2017_20,9,3,2,5,1,0,3,0,1,0,0,12,0,3,0,1,0,0,8,12,0,0,1,11,11,1,0,12,12,0,0,12,2017,20,12
2017_21,1,5,1,0,0,0,1,0,4,0,0,6,0,3,0,1,0,0,2,5,1,0,0,6,3,3,0,6,6,0,0,6,2017,21,6
2017_22,3,2,0,2,1,0,1,0,1,0,0,5,0,4,0,0,0,0,1,3,2,2,0,3,3,2,0,5,5,0,0,5,2017,22,5
2017_23,1,4,0,0,1,0,2,1,1,0,0,5,0,4,0,1,0,0,0,5,0,3,0,2,3,2,0,5,5,0,0,5,2017,23,5
2017_24,1,2,1,1,0,0,0,0,1,0,0,3,0,2,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,0,0,3,2017,24,3
2017_25,2,2,1,1,1,0,0,0,1,0,0,4,0,1,0,1,0,0,2,4,0,2,0,2,1,3,0,4,4,0,0,4,2017,25,4
2017_26,2,4,2,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,6,6,0,4,0,2,0,6,0,6,6,0,0,6,2017,26,6
2017_27,4,6,4,2,1,0,2,1,0,0,0,10,0,4,1,0,0,2,3,9,1,8,1,1,1,9,0,10,10,0,0,10,2017,27,10
2017_28,4,3,3,3,0,0,0,0,1,0,0,7,0,6,1,0,0,0,0,7,0,3,0,4,4,3,0,7,7,0,0,7,2017,28,7
2017_29,3,4,3,2,1,0,1,0,0,0,0,7,0,3,0,0,0,0,4,7,0,3,0,4,1,6,0,7,7,0,0,7,2017,29,7
2017_30,1,3,3,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,2,0,2,1,3,0,4,4,0,0,4,2017,30,4
2017_31,9,3,4,5,0,0,3,0,0,0,0,12,0,7,0,1,0,0,4,11,1,6,0,6,5,7,0,12,12,0,0,12,2017,31,12
2017_32,10,4,4,7,0,0,0,0,3,0,0,14,0,8,0,0,0,0,6,14,0,2,0,12,7,7,0,14,14,0,0,14,2017,32,14
2017_33,5,6,5,3,1,0,1,0,1,0,0,11,0,6,0,1,0,0,4,11,0,4,0,7,7,4,0,11,11,0,0,11,2017,33,11
2017_34,6,5,6,0,1,0,2,0,2,0,0,11,0,6,1,0,0,0,4,9,2,6,1,4,3,8,0,11,11,0,0,11,2017,34,11
2017_35,3,3,3,2,0,0,0,0,1,0,0,6,0,4,0,0,0,0,2,5,1,2,0,4,2,4,0,6,6,0,0,6,2017,35,6
2017_36,8,12,6,9,0,0,3,0,2,0,0,20,0,12,0,1,0,1,6,19,1,9,0,11,7,13,0,20,20,0,0,20,2017,36,20
2017_37,7,12,7,7,0,0,4,0,1,0,0,19,0,14,0,0,0,0,5,19,0,9,0,10,6,13,0,19,19,0,0,19,2017,37,19
2017_38,9,11,14,2,1,0,2,0,1,0,0,20,0,9,1,0,0,0,10,18,2,13,0,7,5,15,0,20,20,0,0,20,2017,38,20
2017_39,10,11,10,4,1,0,3,0,3,0,0,21,0,11,0,0,0,0,10,19,2,10,0,11,5,16,0,21,21,0,0,21,2017,39,21
2017_40,6,5,4,5,1,0,1,0,0,0,0,11,0,7,0,0,0,0,4,11,0,5,0,6,2,9,0,11,11,0,0,11,2017,40,11
2017_41,14,9,10,9,0,0,1,0,3,0,0,23,0,5,0,2,1,1,14,22,1,8,0,15,5,18,0,23,23,0,0,23,2017,41,23
2017_42,8,17,9,7,0,0,6,0,3,0,0,25,0,12,0,1,0,1,11,25,0,16,0,9,7,18,0,25,25,0,0,25,2017,42,25
2017_43,19,13,14,11,1,0,5,0,1,1,0,31,0,21,0,1,0,1,9,31,1,16,0,16,9,23,0,32,32,0,0,32,2017,43,32
2017_44,13,16,13,9,0,2,4,0,1,0,0,29,0,18,0,0,0,0,11,27,2,17,0,12,9,20,0,29,29,0,0,29,2017,44,29
2017_45,12,14,9,6,2,0,6,0,3,0,0,26,0,14,0,0,0,0,12,25,1,15,0,11,15,11,0,26,26,0,0,26,2017,45,26
2017_46,18,26,19,18,0,0,6,0,1,0,0,43,1,24,2,0,0,0,18,42,2,25,0,19,18,26,1,43,43,1,0,44,2017,46,44
2017_47,10,16,12,7,0,0,4,0,3,1,0,25,0,15,0,1,1,0,9,25,1,15,0,11,8,18,0,26,26,0,0,26,2017,47,26
2017_48,20,16,13,12,2,1,3,0,5,1,0,35,0,23,0,0,1,1,11,36,0,19,1,16,8,28,0,36,36,0,0,36,2017,48,36
2017_49,11,20,10,9,0,0,9,0,3,1,0,30,0,11,0,0,0,0,20,30,1,19,0,12,7,24,0,31,31,0,0,31,2017,49,31
2017_50,27,24,21,18,1,0,6,0,5,2,0,49,0,33,1,0,0,3,14,50,1,28,0,23,19,32,0,51,51,0,0,51,2017,50,51
2017_51,25,22,18,12,0,0,9,0,8,1,0,46,0,18,0,1,0,1,27,45,2,25,0,22,10,37,0,47,47,0,0,47,2017,51,47
2017_52,14,24,19,12,1,0,3,0,3,1,0,37,0,20,0,1,1,0,16,36,2,24,0,14,10,28,0,38,38,0,0,38,2017,52,38
2018_1,24,22,23,17,0,0,6,0,0,1,0,45,0,27,0,0,1,1,17,44,2,31,0,15,22,24,0,46,45,1,0,46,2018,1,46
2018_2,26,38,32,20,1,0,8,0,3,0,0,63,1,35,1,1,2,2,23,63,1,26,0,38,33,31,0,64,64,0,0,64,2018,2,64
2018_3,18,19,16,7,0,0,8,0,6,0,0,36,1,21,0,2,0,0,14,37,0,14,0,23,14,23,0,37,36,0,1,37,2018,3,37
2018_4,13,14,12,8,0,0,5,0,2,1,0,26,0,15,0,0,0,3,9,26,1,16,0,11,10,17,0,27,27,0,0,27,2018,4,27
2018_5,11,10,9,7,1,0,1,0,3,0,0,21,0,15,0,0,0,0,6,21,0,12,0,9,10,11,0,21,21,0,0,21,2018,5,21
2018_6,12,11,10,6,0,0,7,0,0,1,0,22,0,15,0,1,0,0,7,23,0,12,0,11,11,12,0,23,23,0,0,23,2018,6,23
2018_7,14,7,7,9,0,0,2,0,3,0,0,20,1,13,0,0,0,1,7,21,0,9,0,12,11,10,0,21,21,0,0,21,2018,7,21
2018_8,5,9,4,3,1,0,4,0,2,0,0,14,0,8,0,0,0,0,6,14,0,8,1,5,4,10,0,14,14,0,0,14,2018,8,14
2018_9,6,11,12,3,1,0,1,0,0,1,0,16,0,4,1,0,0,0,12,16,1,5,1,11,3,14,0,17,17,0,0,17,2018,9,17
2018_10,6,8,6,4,1,1,1,0,1,0,0,14,0,9,0,0,0,1,4,14,0,5,0,9,4,10,0,14,14,0,0,14,2018,10,14
2018_11,3,10,5,7,0,0,1,0,0,0,0,13,0,9,0,0,0,0,4,13,0,8,0,5,6,7,0,13,13,0,0,13,2018,11,13
2018_12,4,8,5,3,0,0,2,2,0,0,0,12,0,4,2,0,0,0,6,12,0,5,0,7,5,7,0,12,12,0,0,12,2018,12,12
2018_13,4,3,4,1,0,0,1,1,0,0,0,7,0,5,1,0,0,0,1,7,0,1,0,6,3,4,0,7,7,0,0,7,2018,13,7
2018_14,3,3,1,4,0,0,1,0,0,0,0,6,0,4,0,1,0,0,1,6,0,2,0,4,2,4,0,6,6,0,0,6,2018,14,6
2018_15,5,3,2,2,0,0,2,0,2,0,0,8,0,3,0,2,0,0,3,8,0,4,0,4,3,5,0,8,8,0,0,8,2018,15,8
2018_16,3,7,4,3,0,0,2,0,1,0,0,10,0,8,0,0,0,1,1,10,0,6,0,4,5,5,0,10,10,0,0,10,2018,16,10
2018_17,2,7,0,3,1,0,2,0,3,0,0,9,0,7,0,0,0,0,2,9,0,3,0,6,7,2,0,9,9,0,0,9,2018,17,9
2018_18,2,5,4,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,4,7,0,2,0,5,2,5,0,7,7,0,0,7,2018,18,7
2018_19,3,2,1,2,0,0,1,0,1,0,0,5,0,4,0,0,0,1,0,5,0,2,0,3,3,2,0,5,5,0,0,5,2018,19,5
2018_20,3,7,3,4,1,0,2,0,0,0,0,10,0,7,0,0,0,0,3,10,0,5,1,4,3,7,0,10,10,0,0,10,2018,20,10
2018_21,3,3,4,2,0,0,0,0,0,0,0,6,0,3,0,1,0,0,2,6,0,1,0,5,4,2,0,6,6,0,0,6,2018,21,6
2018_22,14,10,8,7,1,0,3,0,5,0,0,24,0,17,0,2,0,0,5,24,0,7,1,16,14,10,0,24,24,0,0,24,2018,22,24
2018_23,11,10,9,4,0,0,3,0,5,0,0,21,0,11,1,1,1,1,6,21,0,13,0,8,7,14,0,21,21,0,0,21,2018,23,21
2018_24,8,12,5,9,1,0,4,1,0,0,0,20,0,13,0,0,0,1,6,20,0,11,0,9,6,14,0,20,20,0,0,20,2018,24,20
2018_25,15,13,11,11,2,0,1,0,3,1,0,27,0,18,0,0,0,0,10,28,0,16,0,12,12,16,0,28,28,0,0,28,2018,25,28
2018_26,14,13,12,8,0,0,3,0,4,0,0,27,0,15,1,1,0,0,10,26,1,11,1,15,8,19,0,27,27,0,0,27,2018,26,27
2018_27,23,16,19,6,0,0,13,0,1,0,0,39,0,13,1,1,0,1,23,38,1,15,0,24,10,29,0,39,39,0,0,39,2018,27,39
2018_28,24,26,19,18,3,0,7,1,2,1,0,49,0,27,0,2,0,1,20,48,2,24,0,26,19,31,0,50,50,0,0,50,2018,28,50
2018_29,22,17,12,10,1,0,11,0,5,0,0,39,0,23,0,2,0,1,13,38,1,26,0,13,11,28,0,39,39,0,0,39,2018,29,39
2018_30,18,16,17,6,0,0,9,0,2,1,0,33,0,24,0,0,0,0,10,33,1,24,0,10,12,22,0,34,34,0,0,34,2018,30,34
2018_31,25,16,16,9,0,0,12,1,3,0,0,41,0,25,1,0,0,0,15,40,1,22,0,19,14,27,0,41,41,0,0,41,2018,31,41
2018_32,23,22,18,9,0,0,12,0,6,0,0,45,0,25,0,2,1,0,17,45,0,29,0,16,17,28,0,45,45,0,0,45,2018,32,45
2018_33,21,14,25,5,0,0,4,0,1,0,0,35,0,25,0,0,0,0,10,35,0,19,0,16,13,22,0,35,35,0,0,35,2018,33,35
2018_34,17,18,12,13,0,0,4,0,6,0,0,35,0,17,0,1,0,0,17,34,1,18,0,17,16,19,1,34,35,0,0,35,2018,34,35
2018_35,7,14,13,4,0,0,3,0,1,0,0,21,0,12,1,0,0,0,8,21,0,8,0,13,6,15,0,21,21,0,0,21,2018,35,21
2018_36,15,13,7,10,1,0,4,1,5,0,0,28,0,16,0,0,0,1,11,28,0,11,1,16,14,14,0,28,28,0,0,28,2018,36,28
2018_37,20,17,14,15,0,0,6,0,2,0,0,37,0,20,0,0,1,0,16,36,1,16,0,21,15,22,0,37,37,0,0,37,2018,37,37
2018_38,11,13,8,13,0,0,1,0,2,0,0,24,0,14,0,0,1,0,9,23,1,10,2,12,8,16,0,24,24,0,0,24,2018,38,24
2018_39,18,14,15,5,2,0,6,0,4,0,0,32,0,16,0,2,1,3,10,32,0,10,0,22,13,19,0,32,32,0,0,32,2018,39,32
2018_40,19,14,13,10,0,0,7,0,3,0,0,33,0,20,2,0,0,0,11,33,0,19,0,14,6,27,0,33,33,0,0,33,2018,40,33
2018_41,14,18,16,6,2,0,5,0,3,0,0,32,0,18,1,1,0,1,11,31,1,13,0,19,10,22,0,32,32,0,0,32,2018,41,32
2018_42,20,23,25,7,0,0,4,0,7,1,0,42,0,25,1,0,0,1,16,42,1,24,0,19,14,29,0,43,43,0,0,43,2018,42,43
2018_43,20,19,15,12,1,0,7,0,4,0,0,38,1,24,0,1,1,0,13,38,1,24,0,15,11,28,0,39,39,0,0,39,2018,43,39
2018_44,10,32,21,7,3,0,11,0,0,0,0,41,1,18,0,0,0,1,23,41,1,18,0,24,8,34,0,42,42,0,0,42,2018,44,42
2018_45,23,25,26,10,1,0,5,3,3,1,0,47,0,31,0,0,0,0,17,47,1,28,0,20,14,34,0,48,48,0,0,48,2018,45,48
2018_46,28,39,28,17,1,0,15,0,6,0,0,67,0,45,0,0,0,1,21,67,0,37,0,30,21,46,0,67,67,0,0,67,2018,46,67
2018_47,39,44,38,21,0,0,15,0,9,0,0,82,1,44,0,1,0,1,37,81,2,39,1,43,28,55,0,83,83,0,0,83,2018,47,83
2018_48,29,36,31,15,1,0,13,0,5,0,1,64,0,35,0,0,2,2,26,64,1,22,1,42,17,48,0,65,65,0,0,65,2018,48,65
2018_49,36,55,32,29,3,0,17,1,9,4,0,87,0,51,1,0,0,1,38,91,0,34,0,57,31,60,0,91,91,0,0,91,2018,49,91
2018_50,44,37,37,16,2,0,16,1,9,2,0,79,0,44,1,2,1,0,33,79,2,30,0,51,20,61,1,80,81,0,0,81,2018,50,81
2018_51,28,28,22,17,2,1,10,1,3,0,1,55,0,24,0,2,0,3,27,56,0,21,0,35,12,44,0,56,56,0,0,56,2018,51,56
2018_52,12,30,23,9,1,0,5,0,4,0,0,42,0,19,0,0,0,2,21,42,0,13,0,29,11,31,0,42,42,0,0,42,2018,52,42
2019_1,21,29,30,11,0,0,9,0,0,0,0,50,0,21,0,1,0,0,28,50,0,21,0,29,6,44,0,50,50,0,0,50,2019,1,50
2019_2,15,20,15,11,0,0,7,0,2,0,0,35,0,28,0,0,0,0,7,35,0,13,0,22,12,23,0,35,34,1,0,35,2019,2,35
2019_3,27,26,23,10,0,0,13,0,7,0,0,53,0,29,0,0,0,3,21,52,1,18,0,35,15,38,0,53,52,1,0,53,2019,3,53
2019_4,26,23,22,9,3,0,12,0,3,0,0,49,0,21,0,3,0,1,24,49,0,19,0,30,7,42,0,49,49,0,0,49,2019,4,49
2019_5,15,16,15,7,0,0,6,0,3,0,1,30,0,9,0,1,0,0,21,30,1,11,0,20,8,23,0,31,31,0,0,31,2019,5,31
2019_6,13,12,18,3,0,0,4,0,0,0,0,25,0,13,0,2,0,1,9,25,0,12,0,13,7,18,0,25,25,0,0,25,2019,6,25
2019_7,9,17,9,5,0,0,8,0,4,0,0,26,0,13,0,0,1,0,12,26,0,11,0,15,6,20,0,26,26,0,0,26,2019,7,26
2019_8,7,6,5,4,1,0,1,0,2,0,0,13,0,9,0,0,0,0,4,13,0,3,0,10,4,9,0,13,13,0,0,13,2019,8,13
2019_9,12,2,5,4,0,0,1,2,2,0,0,14,0,4,0,0,0,1,9,13,1,3,0,11,3,11,0,14,14,0,0,14,2019,9,14
2019_10,6,5,4,5,0,0,1,0,1,0,0,11,0,7,0,0,0,0,4,11,0,3,0,8,2,9,0,11,11,0,0,11,2019,10,11
2019_11,6,5,2,5,0,0,1,0,3,0,0,11,0,7,0,0,0,0,4,10,1,4,0,7,1,10,0,11,11,0,0,11,2019,11,11
2019_12,8,2,2,6,0,0,0,0,2,0,0,10,0,5,0,0,0,0,5,10,0,3,0,7,0,10,0,10,9,1,0,10,2019,12,10
2019_13,3,4,1,2,1,0,1,0,2,1,0,6,0,5,0,0,0,0,2,6,1,3,0,4,2,5,0,7,7,0,0,7,2019,13,7
2019_14,4,8,4,5,0,0,2,0,1,0,0,12,0,6,0,0,1,0,5,12,0,3,0,9,3,9,0,12,12,0,0,12,2019,14,12
2019_15,2,4,2,1,1,0,1,0,1,0,0,6,0,3,0,1,0,0,2,6,0,4,0,2,2,4,0,6,6,0,0,6,2019,15,6
2019_16,0,2,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,1,0,2,0,2,2,0,0,2,2019,16,2
2019_17,2,7,4,3,0,0,1,0,1,0,0,9,0,3,0,0,0,0,6,8,1,3,0,6,3,6,0,9,9,0,0,9,2019,17,9
2019_18,4,4,5,1,0,0,1,0,1,0,0,8,0,6,0,0,0,0,2,8,0,4,0,4,5,3,0,8,8,0,0,8,2019,18,8
